date,state,parlimen,dun,sex,age,ethnicity,population
2020-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,citizen,106.0
2020-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,noncitizen,13.6
2020-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,female,overall,overall,57.0
2020-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,male,overall,overall,62.6
2021-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,overall,120.0
2021-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,citizen,overall,107.7
2021-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,noncitizen,overall,12.4
2021-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,female,overall,overall,57.4
2021-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,male,overall,overall,62.7
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,overall,120.4
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,citizen,overall,108.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,noncitizen,overall,11.9
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,female,overall,overall,57.6
2022-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,male,overall,overall,62.8
2023-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,overall,122.1
2023-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,citizen,overall,108.7
2023-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,noncitizen,overall,13.4
2023-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,female,overall,overall,58.3
2023-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,male,overall,overall,63.8
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,overall,overall,123.5
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,citizen,overall,109.0
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,both,noncitizen,overall,14.6
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,female,overall,overall,58.9
2024-01-01,Negeri Sembilan,P.128 Seremban,N.10 Nilai,male,overall,overall,64.7
2020-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,overall,27.2
2020-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,citizen,25.7
2020-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,noncitizen,1.5
2020-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,female,overall,overall,13.5
2020-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,male,overall,overall,13.7
2021-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,overall,27.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,citizen,overall,26.0
2021-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,noncitizen,overall,1.4
2021-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,female,overall,overall,13.6
2021-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,male,overall,overall,13.7
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,overall,27.4
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,citizen,overall,26.1
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,noncitizen,overall,1.3
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,female,overall,overall,13.7
2022-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,male,overall,overall,13.7
2023-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,overall,27.8
2023-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,citizen,overall,26.1
2023-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,noncitizen,overall,1.7
2023-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,female,overall,overall,13.8
2023-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,male,overall,overall,14.0
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,overall,overall,28.1
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,citizen,overall,26.3
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,both,noncitizen,overall,1.8
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,female,overall,overall,14.0
2024-01-01,Negeri Sembilan,P.128 Seremban,N.11 Lobak,male,overall,overall,14.2
2020-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,overall,17.6
2020-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,citizen,16.2
2020-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,noncitizen,1.4
2020-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,female,overall,overall,8.2
2020-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,male,overall,overall,9.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,overall,17.6
2021-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,citizen,overall,16.4
2021-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,noncitizen,overall,1.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,female,overall,overall,8.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,male,overall,overall,9.4
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,overall,17.7
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,citizen,overall,16.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,noncitizen,overall,1.2
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,female,overall,overall,8.3
2022-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,male,overall,overall,9.4
2023-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,overall,17.9
2023-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,citizen,overall,16.4
2023-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,noncitizen,overall,1.5
2023-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,female,overall,overall,8.4
2023-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,male,overall,overall,9.5
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,overall,overall,18.1
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,citizen,overall,16.6
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,both,noncitizen,overall,1.5
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,female,overall,overall,8.5
2024-01-01,Negeri Sembilan,P.128 Seremban,N.12 Temiang,male,overall,overall,9.7
2020-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,overall,45.0
2020-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,citizen,42.9
2020-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,noncitizen,2.1
2020-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,female,overall,overall,22.4
2020-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,male,overall,overall,22.6
2021-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,overall,45.1
2021-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,citizen,overall,43.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,noncitizen,overall,1.9
2021-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,female,overall,overall,22.5
2021-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,male,overall,overall,22.6
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,overall,45.3
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,citizen,overall,43.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,noncitizen,overall,1.8
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,female,overall,overall,22.6
2022-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,male,overall,overall,22.6
2023-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,overall,45.9
2023-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,citizen,overall,43.9
2023-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,noncitizen,overall,2.0
2023-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,female,overall,overall,22.9
2023-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,male,overall,overall,23.0
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,overall,overall,46.4
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,citizen,overall,44.2
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,both,noncitizen,overall,2.3
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,female,overall,overall,23.1
2024-01-01,Negeri Sembilan,P.128 Seremban,N.13 Sikamat,male,overall,overall,23.3
2020-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,overall,25.1
2020-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,citizen,23.0
2020-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,noncitizen,2.1
2020-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,female,overall,overall,12.7
2020-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,male,overall,overall,12.4
2021-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,overall,25.2
2021-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,citizen,overall,23.3
2021-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,noncitizen,overall,1.9
2021-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,female,overall,overall,12.8
2021-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,male,overall,overall,12.4
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,overall,25.3
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,citizen,overall,23.5
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,noncitizen,overall,1.8
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,female,overall,overall,12.8
2022-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,male,overall,overall,12.4
2023-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,overall,25.6
2023-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,citizen,overall,23.6
2023-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,noncitizen,overall,2.1
2023-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,female,overall,overall,13.0
2023-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,male,overall,overall,12.7
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,overall,overall,25.9
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,citizen,overall,23.8
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,both,noncitizen,overall,2.1
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,female,overall,overall,13.1
2024-01-01,Negeri Sembilan,P.128 Seremban,N.14 Ampangan,male,overall,overall,12.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,overall,19.7
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,citizen,19.2
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,noncitizen,0.6
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,female,overall,overall,10.1
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,male,overall,overall,9.7
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,overall,19.8
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,citizen,overall,19.3
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,noncitizen,overall,0.5
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,female,overall,overall,10.1
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,male,overall,overall,9.7
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,overall,19.8
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,citizen,overall,19.4
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,noncitizen,overall,0.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,female,overall,overall,10.2
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,male,overall,overall,9.7
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,overall,20.1
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,citizen,overall,19.6
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,noncitizen,overall,0.6
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,female,overall,overall,10.3
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,male,overall,overall,9.8
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,overall,overall,20.4
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,citizen,overall,19.8
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,both,noncitizen,overall,0.6
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,female,overall,overall,10.4
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.15 Juasseh,male,overall,overall,10.0
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,overall,8.7
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,citizen,8.6
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,noncitizen,0.0
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,female,overall,overall,4.2
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,male,overall,overall,4.5
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,overall,8.7
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,citizen,overall,8.7
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,noncitizen,overall,0.0
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,female,overall,overall,4.2
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,male,overall,overall,4.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,overall,8.7
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,citizen,overall,8.7
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,noncitizen,overall,0.0
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,female,overall,overall,4.2
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,male,overall,overall,4.5
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,overall,8.8
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,citizen,overall,8.8
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,noncitizen,overall,0.0
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,female,overall,overall,4.3
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,male,overall,overall,4.6
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,overall,overall,8.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,citizen,overall,8.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,both,noncitizen,overall,0.0
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,female,overall,overall,4.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.16 Seri Menanti,male,overall,overall,4.6
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,overall,8.0
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,citizen,7.6
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,noncitizen,0.4
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,female,overall,overall,3.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,male,overall,overall,4.2
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,overall,8.1
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,citizen,overall,7.7
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,noncitizen,overall,0.4
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,female,overall,overall,3.8
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,male,overall,overall,4.2
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,overall,8.1
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,citizen,overall,7.7
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,noncitizen,overall,0.3
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,female,overall,overall,3.8
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,male,overall,overall,4.2
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,overall,8.2
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,citizen,overall,7.8
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,noncitizen,overall,0.4
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,female,overall,overall,3.9
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,male,overall,overall,4.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,overall,overall,8.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,citizen,overall,7.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,both,noncitizen,overall,0.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,female,overall,overall,3.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.17 Senaling,male,overall,overall,4.4
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,overall,22.2
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,citizen,22.1
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,noncitizen,0.1
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,female,overall,overall,10.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,male,overall,overall,11.4
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,overall,22.3
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,citizen,overall,22.2
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,noncitizen,overall,0.1
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,female,overall,overall,10.9
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,male,overall,overall,11.4
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,overall,22.3
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,citizen,overall,22.2
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,noncitizen,overall,0.1
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,female,overall,overall,10.9
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,male,overall,overall,11.4
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,overall,22.6
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,citizen,overall,22.5
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,noncitizen,overall,0.1
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,female,overall,overall,11.1
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,male,overall,overall,11.6
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,overall,overall,22.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,citizen,overall,22.7
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,both,noncitizen,overall,0.2
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,female,overall,overall,11.2
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.18 Pilah,male,overall,overall,11.7
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,overall,12.4
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,citizen,11.7
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,noncitizen,0.7
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,female,overall,overall,5.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,male,overall,overall,6.6
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,overall,12.5
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,citizen,overall,11.8
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,noncitizen,overall,0.6
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,female,overall,overall,5.8
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,male,overall,overall,6.6
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,overall,12.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,citizen,overall,11.9
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,noncitizen,overall,0.6
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,female,overall,overall,5.9
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,male,overall,overall,6.6
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,overall,12.7
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,citizen,overall,12.0
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,noncitizen,overall,0.7
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,female,overall,overall,5.9
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,male,overall,overall,6.7
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,overall,overall,12.8
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,citizen,overall,12.1
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,both,noncitizen,overall,0.8
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,female,overall,overall,6.0
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,N.19 Johol,male,overall,overall,6.8
2020-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,overall,59.4
2020-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,citizen,55.7
2020-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,noncitizen,3.6
2020-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,female,overall,overall,28.4
2020-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,male,overall,overall,31.0
2021-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,overall,59.6
2021-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,citizen,overall,56.3
2021-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,noncitizen,overall,3.3
2021-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,female,overall,overall,28.6
2021-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,male,overall,overall,31.0
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,overall,59.8
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,citizen,overall,56.7
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,noncitizen,overall,3.1
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,female,overall,overall,28.7
2022-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,male,overall,overall,31.0
2023-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,overall,60.6
2023-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,citizen,overall,57.0
2023-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,noncitizen,overall,3.6
2023-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,female,overall,overall,29.1
2023-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,male,overall,overall,31.6
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,overall,overall,61.3
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,citizen,overall,57.4
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,both,noncitizen,overall,3.9
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,female,overall,overall,29.4
2024-01-01,Negeri Sembilan,P.130 Rasah,N.20 Labu,male,overall,overall,32.0
2020-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,both,overall,overall,87.0
2020-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,both,overall,citizen,82.2
2020-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,both,overall,noncitizen,4.8
2020-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,female,overall,overall,42.1
2020-01-01,Negeri Sembilan,P.130 Rasah,N.21 Bukit Kepayang,male,overall,overall,44.9
