date,state,parlimen,dun,sex,age,ethnicity,population
2021-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,citizen,overall,47.7
2021-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,noncitizen,overall,0.8
2021-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,female,overall,overall,24.1
2021-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,male,overall,overall,24.4
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,overall,overall,49.2
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,citizen,overall,48.3
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,noncitizen,overall,0.8
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,female,overall,overall,24.4
2022-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,male,overall,overall,24.7
2023-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,overall,overall,50.1
2023-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,citizen,overall,49.1
2023-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,noncitizen,overall,1.0
2023-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,female,overall,overall,24.9
2023-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,male,overall,overall,25.3
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,overall,overall,51.0
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,citizen,overall,49.9
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,both,noncitizen,overall,1.1
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,female,overall,overall,25.2
2024-01-01,Terengganu,P.036 Kuala Terengganu,N.16 Batu Buruk,male,overall,overall,25.8
2020-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,overall,44.5
2020-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,citizen,44.0
2020-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,noncitizen,0.4
2020-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,female,overall,overall,21.9
2020-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,male,overall,overall,22.5
2021-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,overall,45.3
2021-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,citizen,overall,44.8
2021-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,noncitizen,overall,0.5
2021-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,female,overall,overall,22.3
2021-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,male,overall,overall,23.0
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,overall,45.9
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,citizen,overall,45.4
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,noncitizen,overall,0.5
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,female,overall,overall,22.6
2022-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,male,overall,overall,23.3
2023-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,overall,46.8
2023-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,citizen,overall,46.2
2023-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,noncitizen,overall,0.6
2023-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,female,overall,overall,23.0
2023-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,male,overall,overall,23.8
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,overall,overall,47.6
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,citizen,overall,46.9
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,both,noncitizen,overall,0.8
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,female,overall,overall,23.4
2024-01-01,Terengganu,P.037 Marang,N.17 Alur Limbat,male,overall,overall,24.3
2020-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,overall,36.6
2020-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,citizen,36.1
2020-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,noncitizen,0.5
2020-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,female,overall,overall,18.2
2020-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,male,overall,overall,18.4
2021-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,overall,37.2
2021-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,citizen,overall,36.8
2021-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,noncitizen,overall,0.5
2021-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,female,overall,overall,18.5
2021-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,male,overall,overall,18.7
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,overall,37.8
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,citizen,overall,37.3
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,noncitizen,overall,0.5
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,female,overall,overall,18.8
2022-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,male,overall,overall,19.0
2023-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,overall,38.5
2023-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,citizen,overall,37.9
2023-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,noncitizen,overall,0.6
2023-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,female,overall,overall,19.1
2023-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,male,overall,overall,19.4
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,overall,overall,39.2
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,citizen,overall,38.5
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,both,noncitizen,overall,0.7
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,female,overall,overall,19.4
2024-01-01,Terengganu,P.037 Marang,N.18 Bukit Payung,male,overall,overall,19.8
2020-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,overall,39.8
2020-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,citizen,39.4
2020-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,noncitizen,0.4
2020-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,female,overall,overall,19.6
2020-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,male,overall,overall,20.2
2021-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,overall,40.5
2021-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,citizen,overall,40.1
2021-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,noncitizen,overall,0.4
2021-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,female,overall,overall,20.0
2021-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,male,overall,overall,20.5
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,overall,41.1
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,citizen,overall,40.7
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,noncitizen,overall,0.4
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,female,overall,overall,20.3
2022-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,male,overall,overall,20.8
2023-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,overall,41.9
2023-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,citizen,overall,41.4
2023-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,noncitizen,overall,0.5
2023-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,female,overall,overall,20.6
2023-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,male,overall,overall,21.3
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,overall,overall,42.6
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,citizen,overall,42.0
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,both,noncitizen,overall,0.7
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,female,overall,overall,20.9
2024-01-01,Terengganu,P.037 Marang,N.19 Ru Rendang,male,overall,overall,21.7
2020-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,overall,41.5
2020-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,citizen,40.7
2020-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,noncitizen,0.8
2020-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,female,overall,overall,19.9
2020-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,male,overall,overall,21.5
2021-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,overall,42.2
2021-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,citizen,overall,41.4
2021-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,noncitizen,overall,0.8
2021-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,female,overall,overall,20.3
2021-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,male,overall,overall,22.0
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,overall,42.8
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,citizen,overall,42.0
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,noncitizen,overall,0.8
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,female,overall,overall,20.6
2022-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,male,overall,overall,22.2
2023-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,overall,43.7
2023-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,citizen,overall,42.7
2023-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,noncitizen,overall,1.0
2023-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,female,overall,overall,20.9
2023-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,male,overall,overall,22.7
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,overall,overall,44.4
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,citizen,overall,43.3
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,both,noncitizen,overall,1.1
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,female,overall,overall,21.3
2024-01-01,Terengganu,P.037 Marang,N.20 Pengkalan Berangan,male,overall,overall,23.2
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,overall,20.5
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,citizen,19.7
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,noncitizen,0.8
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,female,overall,overall,9.7
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,male,overall,overall,10.8
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,overall,20.9
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,citizen,overall,20.0
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,noncitizen,overall,0.9
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,female,overall,overall,9.9
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,male,overall,overall,11.0
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,overall,21.2
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,citizen,overall,20.3
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,noncitizen,overall,0.9
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,female,overall,overall,10.1
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,male,overall,overall,11.1
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,overall,21.6
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,citizen,overall,20.5
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,noncitizen,overall,1.0
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,female,overall,overall,10.2
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,male,overall,overall,11.3
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,overall,overall,22.0
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,citizen,overall,20.9
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,both,noncitizen,overall,1.0
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,female,overall,overall,10.4
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.21 Telemung,male,overall,overall,11.6
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,overall,20.1
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,citizen,20.0
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,noncitizen,0.1
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,female,overall,overall,9.9
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,male,overall,overall,10.2
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,overall,20.4
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,citizen,overall,20.3
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,noncitizen,overall,0.1
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,female,overall,overall,10.0
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,male,overall,overall,10.4
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,overall,20.7
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,citizen,overall,20.6
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,noncitizen,overall,0.1
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,female,overall,overall,10.2
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,male,overall,overall,10.5
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,overall,21.1
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,citizen,overall,21.0
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,noncitizen,overall,0.2
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,female,overall,overall,10.4
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,male,overall,overall,10.8
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,overall,overall,21.5
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,citizen,overall,21.3
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,both,noncitizen,overall,0.2
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,female,overall,overall,10.5
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.22 Manir,male,overall,overall,11.0
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,overall,25.7
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,citizen,24.0
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,noncitizen,1.7
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,female,overall,overall,12.0
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,male,overall,overall,13.7
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,overall,26.2
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,citizen,overall,24.3
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,noncitizen,overall,1.9
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,female,overall,overall,12.2
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,male,overall,overall,14.0
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,overall,26.5
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,citizen,overall,24.7
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,noncitizen,overall,1.9
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,female,overall,overall,12.4
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,male,overall,overall,14.2
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,overall,27.1
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,citizen,overall,25.0
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,noncitizen,overall,2.1
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,female,overall,overall,12.6
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,male,overall,overall,14.5
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,overall,overall,27.6
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,citizen,overall,25.2
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,both,noncitizen,overall,2.3
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,female,overall,overall,12.8
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.23 Kuala Berang,male,overall,overall,14.8
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,overall,25.6
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,citizen,24.2
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,noncitizen,1.4
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,female,overall,overall,12.0
2020-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,male,overall,overall,13.6
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,overall,26.0
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,citizen,overall,24.5
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,noncitizen,overall,1.5
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,female,overall,overall,12.2
2021-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,male,overall,overall,13.9
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,overall,26.4
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,citizen,overall,24.9
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,noncitizen,overall,1.5
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,female,overall,overall,12.4
2022-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,male,overall,overall,14.0
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,overall,26.9
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,citizen,overall,25.2
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,noncitizen,overall,1.7
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,female,overall,overall,12.6
2023-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,male,overall,overall,14.4
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,overall,overall,27.4
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,citizen,overall,25.5
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,both,noncitizen,overall,1.9
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,female,overall,overall,12.8
2024-01-01,Terengganu,P.038 Hulu Terengganu,N.24 Ajil,male,overall,overall,14.6
2020-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,overall,21.0
2020-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,citizen,19.9
2020-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,noncitizen,1.0
2020-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,female,overall,overall,9.8
2020-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,male,overall,overall,11.1
2021-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,overall,21.3
2021-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,citizen,overall,20.2
2021-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,noncitizen,overall,1.1
2021-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,female,overall,overall,10.0
2021-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,male,overall,overall,11.4
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,overall,21.6
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,citizen,overall,20.5
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,noncitizen,overall,1.1
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,female,overall,overall,10.1
2022-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,male,overall,overall,11.5
2023-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,overall,22.1
2023-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,citizen,overall,20.7
2023-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,noncitizen,overall,1.3
2023-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,female,overall,overall,10.3
2023-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,male,overall,overall,11.8
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,overall,overall,22.5
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,citizen,overall,21.1
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,both,noncitizen,overall,1.4
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,female,overall,overall,10.5
2024-01-01,Terengganu,P.039 Dungun,N.25 Bukit Besi,male,overall,overall,12.0
2020-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,overall,42.5
2020-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,citizen,41.9
2020-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,noncitizen,0.6
2020-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,female,overall,overall,20.8
2020-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,male,overall,overall,21.8
2021-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,overall,43.3
2021-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,citizen,overall,42.6
2021-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,noncitizen,overall,0.7
2021-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,female,overall,overall,21.1
2021-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,male,overall,overall,22.2
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,overall,43.9
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,citizen,overall,43.2
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,noncitizen,overall,0.7
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,female,overall,overall,21.4
2022-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,male,overall,overall,22.5
2023-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,overall,44.8
2023-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,citizen,overall,44.0
2023-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,noncitizen,overall,0.8
2023-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,female,overall,overall,21.8
2023-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,male,overall,overall,23.0
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,overall,overall,45.6
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,citizen,overall,44.6
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,both,noncitizen,overall,1.0
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,female,overall,overall,22.1
2024-01-01,Terengganu,P.039 Dungun,N.26 Rantau Abang,male,overall,overall,23.4
2020-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,overall,35.0
2020-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,citizen,34.7
2020-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,noncitizen,0.3
2020-01-01,Terengganu,P.039 Dungun,N.27 Sura,female,overall,overall,18.1
2020-01-01,Terengganu,P.039 Dungun,N.27 Sura,male,overall,overall,16.9
2021-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,overall,35.6
2021-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,citizen,overall,35.3
2021-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,noncitizen,overall,0.3
2021-01-01,Terengganu,P.039 Dungun,N.27 Sura,female,overall,overall,18.4
2021-01-01,Terengganu,P.039 Dungun,N.27 Sura,male,overall,overall,17.2
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,overall,36.1
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,citizen,overall,35.8
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,noncitizen,overall,0.3
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,female,overall,overall,18.7
2022-01-01,Terengganu,P.039 Dungun,N.27 Sura,male,overall,overall,17.4
2023-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,overall,36.8
2023-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,citizen,overall,36.4
2023-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,noncitizen,overall,0.4
2023-01-01,Terengganu,P.039 Dungun,N.27 Sura,female,overall,overall,19.0
2023-01-01,Terengganu,P.039 Dungun,N.27 Sura,male,overall,overall,17.8
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,overall,overall,37.5
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,citizen,overall,37.0
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,both,noncitizen,overall,0.5
2024-01-01,Terengganu,P.039 Dungun,N.27 Sura,female,overall,overall,19.3
