date,state,parlimen,sex,age,ethnicity,population
2021-01-01,Pulau Pinang,P.051 Bukit Gelugor,male,overall,overall,102.1
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,citizen,overall,182.2
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,noncitizen,overall,19.0
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,overall,overall,201.1
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,female,overall,overall,99.1
2022-01-01,Pulau Pinang,P.051 Bukit Gelugor,male,overall,overall,102.0
2023-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,citizen,overall,182.0
2023-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,noncitizen,overall,22.7
2023-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,overall,overall,204.8
2023-01-01,Pulau Pinang,P.051 Bukit Gelugor,female,overall,overall,100.8
2023-01-01,Pulau Pinang,P.051 Bukit Gelugor,male,overall,overall,104.0
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,citizen,overall,181.8
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,noncitizen,overall,26.1
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,both,overall,overall,208.0
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,female,overall,overall,102.2
2024-01-01,Pulau Pinang,P.051 Bukit Gelugor,male,overall,overall,105.8
2020-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,overall,188.6
2020-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,citizen,172.4
2020-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,noncitizen,16.2
2020-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,94.6
2020-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,94.0
2021-01-01,Pulau Pinang,P.052 Bayan Baru,both,citizen,overall,173.2
2021-01-01,Pulau Pinang,P.052 Bayan Baru,both,noncitizen,overall,15.4
2021-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,overall,188.6
2021-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,94.8
2021-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,93.9
2022-01-01,Pulau Pinang,P.052 Bayan Baru,both,citizen,overall,173.5
2022-01-01,Pulau Pinang,P.052 Bayan Baru,both,noncitizen,overall,15.1
2022-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,overall,188.7
2022-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,94.8
2022-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,93.8
2023-01-01,Pulau Pinang,P.052 Bayan Baru,both,citizen,overall,173.7
2023-01-01,Pulau Pinang,P.052 Bayan Baru,both,noncitizen,overall,18.3
2023-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,overall,192.0
2023-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,96.4
2023-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,95.7
2024-01-01,Pulau Pinang,P.052 Bayan Baru,both,citizen,overall,174.1
2024-01-01,Pulau Pinang,P.052 Bayan Baru,both,noncitizen,overall,21.0
2024-01-01,Pulau Pinang,P.052 Bayan Baru,both,overall,overall,195.1
2024-01-01,Pulau Pinang,P.052 Bayan Baru,female,overall,overall,97.8
2024-01-01,Pulau Pinang,P.052 Bayan Baru,male,overall,overall,97.3
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.3
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,citizen,129.1
2020-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,noncitizen,3.2
2020-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,64.8
2020-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.6
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,citizen,overall,129.2
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,noncitizen,overall,3.1
2021-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.3
2021-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,64.8
2021-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.5
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,citizen,overall,129.5
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,noncitizen,overall,3.0
2022-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,132.3
2022-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,65.0
2022-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,67.5
2023-01-01,Pulau Pinang,P.053 Balik Pulau,both,citizen,overall,131.2
2023-01-01,Pulau Pinang,P.053 Balik Pulau,both,noncitizen,overall,3.7
2023-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,134.8
2023-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,66.1
2023-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,68.7
2024-01-01,Pulau Pinang,P.053 Balik Pulau,both,citizen,overall,132.6
2024-01-01,Pulau Pinang,P.053 Balik Pulau,both,noncitizen,overall,4.3
2024-01-01,Pulau Pinang,P.053 Balik Pulau,both,overall,overall,137.0
2024-01-01,Pulau Pinang,P.053 Balik Pulau,female,overall,overall,67.0
2024-01-01,Pulau Pinang,P.053 Balik Pulau,male,overall,overall,70.0
2020-01-01,Perak,P.054 Gerik,both,overall,overall,56.8
2020-01-01,Perak,P.054 Gerik,both,overall,citizen,55.4
2020-01-01,Perak,P.054 Gerik,both,overall,noncitizen,1.4
2020-01-01,Perak,P.054 Gerik,female,overall,overall,27.0
2020-01-01,Perak,P.054 Gerik,male,overall,overall,29.8
2021-01-01,Perak,P.054 Gerik,both,citizen,overall,55.9
2021-01-01,Perak,P.054 Gerik,both,noncitizen,overall,1.4
2021-01-01,Perak,P.054 Gerik,both,overall,overall,57.3
2021-01-01,Perak,P.054 Gerik,female,overall,overall,27.3
2021-01-01,Perak,P.054 Gerik,male,overall,overall,30.0
2022-01-01,Perak,P.054 Gerik,both,citizen,overall,55.9
2022-01-01,Perak,P.054 Gerik,both,noncitizen,overall,1.2
2022-01-01,Perak,P.054 Gerik,both,overall,overall,57.2
2022-01-01,Perak,P.054 Gerik,female,overall,overall,27.4
2022-01-01,Perak,P.054 Gerik,male,overall,overall,29.9
2023-01-01,Perak,P.054 Gerik,both,citizen,overall,56.4
2023-01-01,Perak,P.054 Gerik,both,noncitizen,overall,1.4
2023-01-01,Perak,P.054 Gerik,both,overall,overall,57.8
2023-01-01,Perak,P.054 Gerik,female,overall,overall,27.6
2023-01-01,Perak,P.054 Gerik,male,overall,overall,30.3
2024-01-01,Perak,P.054 Gerik,both,citizen,overall,56.8
2024-01-01,Perak,P.054 Gerik,both,noncitizen,overall,1.7
2024-01-01,Perak,P.054 Gerik,both,overall,overall,58.4
2024-01-01,Perak,P.054 Gerik,female,overall,overall,27.7
2024-01-01,Perak,P.054 Gerik,male,overall,overall,30.7
2020-01-01,Perak,P.055 Lenggong,both,overall,overall,37.4
2020-01-01,Perak,P.055 Lenggong,both,overall,citizen,36.2
2020-01-01,Perak,P.055 Lenggong,both,overall,noncitizen,1.2
2020-01-01,Perak,P.055 Lenggong,female,overall,overall,18.2
2020-01-01,Perak,P.055 Lenggong,male,overall,overall,19.2
2021-01-01,Perak,P.055 Lenggong,both,citizen,overall,36.5
2021-01-01,Perak,P.055 Lenggong,both,noncitizen,overall,1.2
2021-01-01,Perak,P.055 Lenggong,both,overall,overall,37.8
2021-01-01,Perak,P.055 Lenggong,female,overall,overall,18.4
2021-01-01,Perak,P.055 Lenggong,male,overall,overall,19.3
2022-01-01,Perak,P.055 Lenggong,both,citizen,overall,36.6
2022-01-01,Perak,P.055 Lenggong,both,noncitizen,overall,1.2
2022-01-01,Perak,P.055 Lenggong,both,overall,overall,37.8
2022-01-01,Perak,P.055 Lenggong,female,overall,overall,18.4
2022-01-01,Perak,P.055 Lenggong,male,overall,overall,19.3
2023-01-01,Perak,P.055 Lenggong,both,citizen,overall,36.9
2023-01-01,Perak,P.055 Lenggong,both,noncitizen,overall,1.2
2023-01-01,Perak,P.055 Lenggong,both,overall,overall,38.1
2023-01-01,Perak,P.055 Lenggong,female,overall,overall,18.6
2023-01-01,Perak,P.055 Lenggong,male,overall,overall,19.5
2024-01-01,Perak,P.055 Lenggong,both,citizen,overall,37.2
2024-01-01,Perak,P.055 Lenggong,both,noncitizen,overall,1.4
2024-01-01,Perak,P.055 Lenggong,both,overall,overall,38.6
2024-01-01,Perak,P.055 Lenggong,female,overall,overall,18.6
2024-01-01,Perak,P.055 Lenggong,male,overall,overall,19.8
2020-01-01,Perak,P.056 Larut,both,overall,overall,66.0
2020-01-01,Perak,P.056 Larut,both,overall,citizen,64.2
2020-01-01,Perak,P.056 Larut,both,overall,noncitizen,1.8
2020-01-01,Perak,P.056 Larut,female,overall,overall,32.3
2020-01-01,Perak,P.056 Larut,male,overall,overall,33.7
2021-01-01,Perak,P.056 Larut,both,citizen,overall,64.6
2021-01-01,Perak,P.056 Larut,both,noncitizen,overall,1.9
2021-01-01,Perak,P.056 Larut,both,overall,overall,66.5
2021-01-01,Perak,P.056 Larut,female,overall,overall,32.6
2021-01-01,Perak,P.056 Larut,male,overall,overall,33.9
2022-01-01,Perak,P.056 Larut,both,citizen,overall,64.9
2022-01-01,Perak,P.056 Larut,both,noncitizen,overall,1.6
2022-01-01,Perak,P.056 Larut,both,overall,overall,66.5
2022-01-01,Perak,P.056 Larut,female,overall,overall,32.7
2022-01-01,Perak,P.056 Larut,male,overall,overall,33.8
2023-01-01,Perak,P.056 Larut,both,citizen,overall,65.3
2023-01-01,Perak,P.056 Larut,both,noncitizen,overall,1.8
2023-01-01,Perak,P.056 Larut,both,overall,overall,67.3
2023-01-01,Perak,P.056 Larut,female,overall,overall,32.9
2023-01-01,Perak,P.056 Larut,male,overall,overall,34.2
2024-01-01,Perak,P.056 Larut,both,citizen,overall,66.0
2024-01-01,Perak,P.056 Larut,both,noncitizen,overall,1.9
2024-01-01,Perak,P.056 Larut,both,overall,overall,67.9
2024-01-01,Perak,P.056 Larut,female,overall,overall,33.1
2024-01-01,Perak,P.056 Larut,male,overall,overall,34.8
2020-01-01,Perak,P.057 Parit Buntar,both,overall,overall,73.4
2020-01-01,Perak,P.057 Parit Buntar,both,overall,citizen,70.4
2020-01-01,Perak,P.057 Parit Buntar,both,overall,noncitizen,3.0
2020-01-01,Perak,P.057 Parit Buntar,female,overall,overall,35.6
2020-01-01,Perak,P.057 Parit Buntar,male,overall,overall,37.8
2021-01-01,Perak,P.057 Parit Buntar,both,citizen,overall,70.9
2021-01-01,Perak,P.057 Parit Buntar,both,noncitizen,overall,3.0
2021-01-01,Perak,P.057 Parit Buntar,both,overall,overall,74.0
2021-01-01,Perak,P.057 Parit Buntar,female,overall,overall,35.9
2021-01-01,Perak,P.057 Parit Buntar,male,overall,overall,38.1
2022-01-01,Perak,P.057 Parit Buntar,both,citizen,overall,71.1
2022-01-01,Perak,P.057 Parit Buntar,both,noncitizen,overall,2.8
2022-01-01,Perak,P.057 Parit Buntar,both,overall,overall,73.9
2022-01-01,Perak,P.057 Parit Buntar,female,overall,overall,36.0
2022-01-01,Perak,P.057 Parit Buntar,male,overall,overall,37.9
2023-01-01,Perak,P.057 Parit Buntar,both,citizen,overall,71.5
2023-01-01,Perak,P.057 Parit Buntar,both,noncitizen,overall,3.2
2023-01-01,Perak,P.057 Parit Buntar,both,overall,overall,74.7
2023-01-01,Perak,P.057 Parit Buntar,female,overall,overall,36.2
2023-01-01,Perak,P.057 Parit Buntar,male,overall,overall,38.5
2024-01-01,Perak,P.057 Parit Buntar,both,citizen,overall,71.8
2024-01-01,Perak,P.057 Parit Buntar,both,noncitizen,overall,3.7
2024-01-01,Perak,P.057 Parit Buntar,both,overall,overall,75.5
2024-01-01,Perak,P.057 Parit Buntar,female,overall,overall,36.5
2024-01-01,Perak,P.057 Parit Buntar,male,overall,overall,39.1
2020-01-01,Perak,P.058 Bagan Serai,both,overall,overall,93.0
2020-01-01,Perak,P.058 Bagan Serai,both,overall,citizen,90.3
2020-01-01,Perak,P.058 Bagan Serai,both,overall,noncitizen,2.7
2020-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.1
2020-01-01,Perak,P.058 Bagan Serai,male,overall,overall,47.9
2021-01-01,Perak,P.058 Bagan Serai,both,citizen,overall,91.1
2021-01-01,Perak,P.058 Bagan Serai,both,noncitizen,overall,2.6
2021-01-01,Perak,P.058 Bagan Serai,both,overall,overall,93.7
2021-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.5
2021-01-01,Perak,P.058 Bagan Serai,male,overall,overall,48.2
2022-01-01,Perak,P.058 Bagan Serai,both,citizen,overall,91.3
2022-01-01,Perak,P.058 Bagan Serai,both,noncitizen,overall,2.4
2022-01-01,Perak,P.058 Bagan Serai,both,overall,overall,93.7
2022-01-01,Perak,P.058 Bagan Serai,female,overall,overall,45.7
2022-01-01,Perak,P.058 Bagan Serai,male,overall,overall,48.0
2023-01-01,Perak,P.058 Bagan Serai,both,citizen,overall,91.8
2023-01-01,Perak,P.058 Bagan Serai,both,noncitizen,overall,2.9
2023-01-01,Perak,P.058 Bagan Serai,both,overall,overall,94.6
2023-01-01,Perak,P.058 Bagan Serai,female,overall,overall,46.0
2023-01-01,Perak,P.058 Bagan Serai,male,overall,overall,48.6
2024-01-01,Perak,P.058 Bagan Serai,both,citizen,overall,92.6
2024-01-01,Perak,P.058 Bagan Serai,both,noncitizen,overall,3.0
2024-01-01,Perak,P.058 Bagan Serai,both,overall,overall,95.7
2024-01-01,Perak,P.058 Bagan Serai,female,overall,overall,46.3
2024-01-01,Perak,P.058 Bagan Serai,male,overall,overall,49.5
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,107.8
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,citizen,102.4
2020-01-01,Perak,P.059 Bukit Gantang,both,overall,noncitizen,5.4
2020-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,51.6
2020-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.2
2021-01-01,Perak,P.059 Bukit Gantang,both,citizen,overall,103.3
2021-01-01,Perak,P.059 Bukit Gantang,both,noncitizen,overall,5.5
2021-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,108.8
2021-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.1
2021-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.7
2022-01-01,Perak,P.059 Bukit Gantang,both,citizen,overall,103.4
2022-01-01,Perak,P.059 Bukit Gantang,both,noncitizen,overall,5.1
2022-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,108.6
2022-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.1
2022-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,56.4
2023-01-01,Perak,P.059 Bukit Gantang,both,citizen,overall,103.9
2023-01-01,Perak,P.059 Bukit Gantang,both,noncitizen,overall,5.9
2023-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,109.7
2023-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.6
2023-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,57.3
2024-01-01,Perak,P.059 Bukit Gantang,both,citizen,overall,104.6
2024-01-01,Perak,P.059 Bukit Gantang,both,noncitizen,overall,6.4
2024-01-01,Perak,P.059 Bukit Gantang,both,overall,overall,111.0
2024-01-01,Perak,P.059 Bukit Gantang,female,overall,overall,52.8
2024-01-01,Perak,P.059 Bukit Gantang,male,overall,overall,58.1
2020-01-01,Perak,P.060 Taiping,both,overall,overall,130.7
2020-01-01,Perak,P.060 Taiping,both,overall,citizen,125.8
2020-01-01,Perak,P.060 Taiping,both,overall,noncitizen,4.9
2020-01-01,Perak,P.060 Taiping,female,overall,overall,63.2
2020-01-01,Perak,P.060 Taiping,male,overall,overall,67.5
2021-01-01,Perak,P.060 Taiping,both,citizen,overall,126.9
2021-01-01,Perak,P.060 Taiping,both,noncitizen,overall,4.9
2021-01-01,Perak,P.060 Taiping,both,overall,overall,131.7
2021-01-01,Perak,P.060 Taiping,female,overall,overall,63.8
2021-01-01,Perak,P.060 Taiping,male,overall,overall,68.0
2022-01-01,Perak,P.060 Taiping,both,citizen,overall,127.1
2022-01-01,Perak,P.060 Taiping,both,noncitizen,overall,4.6
2022-01-01,Perak,P.060 Taiping,both,overall,overall,131.7
2022-01-01,Perak,P.060 Taiping,female,overall,overall,63.9
2022-01-01,Perak,P.060 Taiping,male,overall,overall,67.7
2023-01-01,Perak,P.060 Taiping,both,citizen,overall,127.7
2023-01-01,Perak,P.060 Taiping,both,noncitizen,overall,5.4
2023-01-01,Perak,P.060 Taiping,both,overall,overall,133.0
2023-01-01,Perak,P.060 Taiping,female,overall,overall,64.3
2023-01-01,Perak,P.060 Taiping,male,overall,overall,68.7
2024-01-01,Perak,P.060 Taiping,both,citizen,overall,128.2
2024-01-01,Perak,P.060 Taiping,both,noncitizen,overall,6.5
2024-01-01,Perak,P.060 Taiping,both,overall,overall,134.5
2024-01-01,Perak,P.060 Taiping,female,overall,overall,64.8
2024-01-01,Perak,P.060 Taiping,male,overall,overall,69.8
2020-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.3
2020-01-01,Perak,P.061 Padang Rengas,both,overall,citizen,37.4
2020-01-01,Perak,P.061 Padang Rengas,both,overall,noncitizen,0.9
2020-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.1
2020-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.2
2021-01-01,Perak,P.061 Padang Rengas,both,citizen,overall,37.8
2021-01-01,Perak,P.061 Padang Rengas,both,noncitizen,overall,0.8
2021-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.6
2021-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.2
2021-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.4
2022-01-01,Perak,P.061 Padang Rengas,both,citizen,overall,37.8
2022-01-01,Perak,P.061 Padang Rengas,both,noncitizen,overall,0.8
2022-01-01,Perak,P.061 Padang Rengas,both,overall,overall,38.6
2022-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.2
2022-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.3
2023-01-01,Perak,P.061 Padang Rengas,both,citizen,overall,38.0
2023-01-01,Perak,P.061 Padang Rengas,both,noncitizen,overall,1.0
2023-01-01,Perak,P.061 Padang Rengas,both,overall,overall,39.0
2023-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.4
2023-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.6
2024-01-01,Perak,P.061 Padang Rengas,both,citizen,overall,38.5
2024-01-01,Perak,P.061 Padang Rengas,both,noncitizen,overall,1.0
2024-01-01,Perak,P.061 Padang Rengas,both,overall,overall,39.4
2024-01-01,Perak,P.061 Padang Rengas,female,overall,overall,19.5
2024-01-01,Perak,P.061 Padang Rengas,male,overall,overall,19.9
2020-01-01,Perak,P.062 Sungai Siput,both,overall,overall,86.8
2020-01-01,Perak,P.062 Sungai Siput,both,overall,citizen,83.9
2020-01-01,Perak,P.062 Sungai Siput,both,overall,noncitizen,2.9
2020-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.1
2020-01-01,Perak,P.062 Sungai Siput,male,overall,overall,44.7
2021-01-01,Perak,P.062 Sungai Siput,both,citizen,overall,84.6
2021-01-01,Perak,P.062 Sungai Siput,both,noncitizen,overall,2.9
2021-01-01,Perak,P.062 Sungai Siput,both,overall,overall,87.5
2021-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.5
2021-01-01,Perak,P.062 Sungai Siput,male,overall,overall,45.0
2022-01-01,Perak,P.062 Sungai Siput,both,citizen,overall,84.7
2022-01-01,Perak,P.062 Sungai Siput,both,noncitizen,overall,2.7
2022-01-01,Perak,P.062 Sungai Siput,both,overall,overall,87.5
2022-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.6
2022-01-01,Perak,P.062 Sungai Siput,male,overall,overall,44.8
2023-01-01,Perak,P.062 Sungai Siput,both,citizen,overall,85.3
2023-01-01,Perak,P.062 Sungai Siput,both,noncitizen,overall,3.1
2023-01-01,Perak,P.062 Sungai Siput,both,overall,overall,88.4
2023-01-01,Perak,P.062 Sungai Siput,female,overall,overall,42.9
2023-01-01,Perak,P.062 Sungai Siput,male,overall,overall,45.5
2024-01-01,Perak,P.062 Sungai Siput,both,citizen,overall,85.6
2024-01-01,Perak,P.062 Sungai Siput,both,noncitizen,overall,3.8
2024-01-01,Perak,P.062 Sungai Siput,both,overall,overall,89.3
2024-01-01,Perak,P.062 Sungai Siput,female,overall,overall,43.1
2024-01-01,Perak,P.062 Sungai Siput,male,overall,overall,46.2
2020-01-01,Perak,P.063 Tambun,both,overall,overall,259.2
2020-01-01,Perak,P.063 Tambun,both,overall,citizen,245.9
2020-01-01,Perak,P.063 Tambun,both,overall,noncitizen,13.3
2020-01-01,Perak,P.063 Tambun,female,overall,overall,125.2
2020-01-01,Perak,P.063 Tambun,male,overall,overall,134.0
2021-01-01,Perak,P.063 Tambun,both,citizen,overall,248.0
2021-01-01,Perak,P.063 Tambun,both,noncitizen,overall,13.2
2021-01-01,Perak,P.063 Tambun,both,overall,overall,261.2
2021-01-01,Perak,P.063 Tambun,female,overall,overall,126.3
2021-01-01,Perak,P.063 Tambun,male,overall,overall,134.9
2022-01-01,Perak,P.063 Tambun,both,citizen,overall,248.8
2022-01-01,Perak,P.063 Tambun,both,noncitizen,overall,12.3
2022-01-01,Perak,P.063 Tambun,both,overall,overall,261.1
2022-01-01,Perak,P.063 Tambun,female,overall,overall,126.6
2022-01-01,Perak,P.063 Tambun,male,overall,overall,134.5
2023-01-01,Perak,P.063 Tambun,both,citizen,overall,249.8
2023-01-01,Perak,P.063 Tambun,both,noncitizen,overall,14.0
2023-01-01,Perak,P.063 Tambun,both,overall,overall,263.8
2023-01-01,Perak,P.063 Tambun,female,overall,overall,127.5
2023-01-01,Perak,P.063 Tambun,male,overall,overall,136.3
2024-01-01,Perak,P.063 Tambun,both,citizen,overall,250.7
2024-01-01,Perak,P.063 Tambun,both,noncitizen,overall,16.1
2024-01-01,Perak,P.063 Tambun,both,overall,overall,266.8
2024-01-01,Perak,P.063 Tambun,female,overall,overall,128.3
2024-01-01,Perak,P.063 Tambun,male,overall,overall,138.5
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,134.7
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,citizen,126.1
2020-01-01,Perak,P.064 Ipoh Timor,both,overall,noncitizen,8.6
2020-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,64.8
2020-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,69.9
2021-01-01,Perak,P.064 Ipoh Timor,both,citizen,overall,127.2
2021-01-01,Perak,P.064 Ipoh Timor,both,noncitizen,overall,8.5
2021-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,135.7
2021-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,65.5
2021-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,70.3
2022-01-01,Perak,P.064 Ipoh Timor,both,citizen,overall,127.5
2022-01-01,Perak,P.064 Ipoh Timor,both,noncitizen,overall,8.2
2022-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,135.7
2022-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,65.5
2022-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,70.1
2023-01-01,Perak,P.064 Ipoh Timor,both,citizen,overall,127.8
2023-01-01,Perak,P.064 Ipoh Timor,both,noncitizen,overall,9.4
2023-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,137.1
2023-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,66.0
2023-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,71.1
2024-01-01,Perak,P.064 Ipoh Timor,both,citizen,overall,127.7
2024-01-01,Perak,P.064 Ipoh Timor,both,noncitizen,overall,10.9
2024-01-01,Perak,P.064 Ipoh Timor,both,overall,overall,138.6
2024-01-01,Perak,P.064 Ipoh Timor,female,overall,overall,66.4
2024-01-01,Perak,P.064 Ipoh Timor,male,overall,overall,72.2
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,135.0
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,citizen,127.1
2020-01-01,Perak,P.065 Ipoh Barat,both,overall,noncitizen,7.9
2020-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,65.2
2020-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,69.8
2021-01-01,Perak,P.065 Ipoh Barat,both,citizen,overall,128.2
2021-01-01,Perak,P.065 Ipoh Barat,both,noncitizen,overall,7.9
2021-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,136.1
2021-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,65.8
2021-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,70.4
2022-01-01,Perak,P.065 Ipoh Barat,both,citizen,overall,128.5
2022-01-01,Perak,P.065 Ipoh Barat,both,noncitizen,overall,7.5
2022-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,136.0
2022-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,65.9
2022-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,70.0
2023-01-01,Perak,P.065 Ipoh Barat,both,citizen,overall,128.6
2023-01-01,Perak,P.065 Ipoh Barat,both,noncitizen,overall,8.8
2023-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,137.4
2023-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,66.4
2023-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,71.1
2024-01-01,Perak,P.065 Ipoh Barat,both,citizen,overall,128.8
2024-01-01,Perak,P.065 Ipoh Barat,both,noncitizen,overall,10.1
2024-01-01,Perak,P.065 Ipoh Barat,both,overall,overall,138.9
2024-01-01,Perak,P.065 Ipoh Barat,female,overall,overall,66.8
2024-01-01,Perak,P.065 Ipoh Barat,male,overall,overall,72.1
2020-01-01,Perak,P.066 Batu Gajah,both,overall,overall,137.2
2020-01-01,Perak,P.066 Batu Gajah,both,overall,citizen,128.9
2020-01-01,Perak,P.066 Batu Gajah,both,overall,noncitizen,8.3
2020-01-01,Perak,P.066 Batu Gajah,female,overall,overall,64.5
2020-01-01,Perak,P.066 Batu Gajah,male,overall,overall,72.8
2021-01-01,Perak,P.066 Batu Gajah,both,citizen,overall,130.0
2021-01-01,Perak,P.066 Batu Gajah,both,noncitizen,overall,8.4
2021-01-01,Perak,P.066 Batu Gajah,both,overall,overall,138.4
2021-01-01,Perak,P.066 Batu Gajah,female,overall,overall,65.0
2021-01-01,Perak,P.066 Batu Gajah,male,overall,overall,73.3
2022-01-01,Perak,P.066 Batu Gajah,both,citizen,overall,130.2
2022-01-01,Perak,P.066 Batu Gajah,both,noncitizen,overall,8.0
2022-01-01,Perak,P.066 Batu Gajah,both,overall,overall,138.2
2022-01-01,Perak,P.066 Batu Gajah,female,overall,overall,65.3
2022-01-01,Perak,P.066 Batu Gajah,male,overall,overall,73.0
2023-01-01,Perak,P.066 Batu Gajah,both,citizen,overall,130.8
2023-01-01,Perak,P.066 Batu Gajah,both,noncitizen,overall,8.9
2023-01-01,Perak,P.066 Batu Gajah,both,overall,overall,139.7
2023-01-01,Perak,P.066 Batu Gajah,female,overall,overall,65.6
2023-01-01,Perak,P.066 Batu Gajah,male,overall,overall,74.0
2024-01-01,Perak,P.066 Batu Gajah,both,citizen,overall,130.6
2024-01-01,Perak,P.066 Batu Gajah,both,noncitizen,overall,10.6
