date,state,parlimen,sex,age,ethnicity,population
2024-01-01,W.P. Putrajaya,P.125 Putrajaya,male,overall,overall,59.4
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.2
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,citizen,60.7
2020-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,noncitizen,3.5
2020-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,29.8
2020-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.4
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,citizen,overall,61.2
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,noncitizen,overall,3.2
2021-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.4
2021-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.0
2021-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.4
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,citizen,overall,61.7
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,noncitizen,overall,2.9
2022-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,64.7
2022-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.2
2022-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,34.4
2023-01-01,Negeri Sembilan,P.126 Jelebu,both,citizen,overall,62.2
2023-01-01,Negeri Sembilan,P.126 Jelebu,both,noncitizen,overall,3.4
2023-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,65.5
2023-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.5
2023-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,35.0
2024-01-01,Negeri Sembilan,P.126 Jelebu,both,citizen,overall,62.5
2024-01-01,Negeri Sembilan,P.126 Jelebu,both,noncitizen,overall,3.7
2024-01-01,Negeri Sembilan,P.126 Jelebu,both,overall,overall,66.3
2024-01-01,Negeri Sembilan,P.126 Jelebu,female,overall,overall,30.9
2024-01-01,Negeri Sembilan,P.126 Jelebu,male,overall,overall,35.5
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,108.4
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,citizen,103.6
2020-01-01,Negeri Sembilan,P.127 Jempol,both,overall,noncitizen,4.8
2020-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,52.3
2020-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.1
2021-01-01,Negeri Sembilan,P.127 Jempol,both,citizen,overall,104.4
2021-01-01,Negeri Sembilan,P.127 Jempol,both,noncitizen,overall,4.4
2021-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,108.7
2021-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,52.6
2021-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.1
2022-01-01,Negeri Sembilan,P.127 Jempol,both,citizen,overall,105.0
2022-01-01,Negeri Sembilan,P.127 Jempol,both,noncitizen,overall,4.1
2022-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,109.2
2022-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,52.9
2022-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,56.1
2023-01-01,Negeri Sembilan,P.127 Jempol,both,citizen,overall,106.2
2023-01-01,Negeri Sembilan,P.127 Jempol,both,noncitizen,overall,4.4
2023-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,110.6
2023-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,53.5
2023-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,57.2
2024-01-01,Negeri Sembilan,P.127 Jempol,both,citizen,overall,106.3
2024-01-01,Negeri Sembilan,P.127 Jempol,both,noncitizen,overall,5.6
2024-01-01,Negeri Sembilan,P.127 Jempol,both,overall,overall,112.0
2024-01-01,Negeri Sembilan,P.127 Jempol,female,overall,overall,54.0
2024-01-01,Negeri Sembilan,P.127 Jempol,male,overall,overall,57.8
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,272.5
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,citizen,249.5
2020-01-01,Negeri Sembilan,P.128 Seremban,both,overall,noncitizen,23.1
2020-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,132.0
2020-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.5
2021-01-01,Negeri Sembilan,P.128 Seremban,both,citizen,overall,252.7
2021-01-01,Negeri Sembilan,P.128 Seremban,both,noncitizen,overall,21.1
2021-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,273.4
2021-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,133.0
2021-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.6
2022-01-01,Negeri Sembilan,P.128 Seremban,both,citizen,overall,254.3
2022-01-01,Negeri Sembilan,P.128 Seremban,both,noncitizen,overall,20.1
2022-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,274.4
2022-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,133.5
2022-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,140.7
2023-01-01,Negeri Sembilan,P.128 Seremban,both,citizen,overall,255.1
2023-01-01,Negeri Sembilan,P.128 Seremban,both,noncitizen,overall,23.1
2023-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,278.1
2023-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,135.1
2023-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,143.1
2024-01-01,Negeri Sembilan,P.128 Seremban,both,citizen,overall,256.5
2024-01-01,Negeri Sembilan,P.128 Seremban,both,noncitizen,overall,25.0
2024-01-01,Negeri Sembilan,P.128 Seremban,both,overall,overall,281.3
2024-01-01,Negeri Sembilan,P.128 Seremban,female,overall,overall,136.5
2024-01-01,Negeri Sembilan,P.128 Seremban,male,overall,overall,145.1
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.0
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,citizen,69.2
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,noncitizen,1.8
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,34.6
2020-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.4
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,citizen,overall,69.7
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,noncitizen,overall,1.6
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.4
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,34.8
2021-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.4
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,citizen,overall,69.9
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,noncitizen,overall,1.5
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,71.4
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,35.0
2022-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,36.4
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,citizen,overall,70.7
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,noncitizen,overall,1.8
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,72.4
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,35.5
2023-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,37.0
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,citizen,overall,71.4
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,noncitizen,overall,1.9
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,both,overall,overall,73.3
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,female,overall,overall,35.8
2024-01-01,Negeri Sembilan,P.129 Kuala Pilah,male,overall,overall,37.5
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,256.6
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,citizen,243.6
2020-01-01,Negeri Sembilan,P.130 Rasah,both,overall,noncitizen,13.0
2020-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,125.0
2020-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.5
2021-01-01,Negeri Sembilan,P.130 Rasah,both,citizen,overall,245.8
2021-01-01,Negeri Sembilan,P.130 Rasah,both,noncitizen,overall,11.7
2021-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,257.4
2021-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,126.0
2021-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.6
2022-01-01,Negeri Sembilan,P.130 Rasah,both,citizen,overall,247.3
2022-01-01,Negeri Sembilan,P.130 Rasah,both,noncitizen,overall,11.1
2022-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,258.3
2022-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,126.5
2022-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,131.7
2023-01-01,Negeri Sembilan,P.130 Rasah,both,citizen,overall,249.0
2023-01-01,Negeri Sembilan,P.130 Rasah,both,noncitizen,overall,12.8
2023-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,261.9
2023-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,128.0
2023-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,134.0
2024-01-01,Negeri Sembilan,P.130 Rasah,both,citizen,overall,250.8
2024-01-01,Negeri Sembilan,P.130 Rasah,both,noncitizen,overall,14.2
2024-01-01,Negeri Sembilan,P.130 Rasah,both,overall,overall,265.0
2024-01-01,Negeri Sembilan,P.130 Rasah,female,overall,overall,129.3
2024-01-01,Negeri Sembilan,P.130 Rasah,male,overall,overall,135.8
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,210.2
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,citizen,199.5
2020-01-01,Negeri Sembilan,P.131 Rembau,both,overall,noncitizen,10.7
2020-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,100.3
2020-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,109.9
2021-01-01,Negeri Sembilan,P.131 Rembau,both,citizen,overall,201.3
2021-01-01,Negeri Sembilan,P.131 Rembau,both,noncitizen,overall,9.7
2021-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,210.9
2021-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,101.1
2021-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,110.0
2022-01-01,Negeri Sembilan,P.131 Rembau,both,citizen,overall,202.5
2022-01-01,Negeri Sembilan,P.131 Rembau,both,noncitizen,overall,9.1
2022-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,211.6
2022-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,101.5
2022-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,110.1
2023-01-01,Negeri Sembilan,P.131 Rembau,both,citizen,overall,204.0
2023-01-01,Negeri Sembilan,P.131 Rembau,both,noncitizen,overall,10.6
2023-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,214.6
2023-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,102.7
2023-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,111.9
2024-01-01,Negeri Sembilan,P.131 Rembau,both,citizen,overall,205.4
2024-01-01,Negeri Sembilan,P.131 Rembau,both,noncitizen,overall,11.6
2024-01-01,Negeri Sembilan,P.131 Rembau,both,overall,overall,217.1
2024-01-01,Negeri Sembilan,P.131 Rembau,female,overall,overall,103.8
2024-01-01,Negeri Sembilan,P.131 Rembau,male,overall,overall,113.4
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,129.0
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,citizen,122.8
2020-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,noncitizen,6.1
2020-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,60.5
2020-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.4
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,citizen,overall,123.9
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,noncitizen,overall,5.4
2021-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,129.3
2021-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,61.0
2021-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.4
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,citizen,overall,124.7
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,noncitizen,overall,5.2
2022-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,129.8
2022-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,61.2
2022-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,68.5
2023-01-01,Negeri Sembilan,P.132 Port Dickson,both,citizen,overall,125.6
2023-01-01,Negeri Sembilan,P.132 Port Dickson,both,noncitizen,overall,6.0
2023-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,131.6
2023-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,61.9
2023-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,69.6
2024-01-01,Negeri Sembilan,P.132 Port Dickson,both,citizen,overall,126.4
2024-01-01,Negeri Sembilan,P.132 Port Dickson,both,noncitizen,overall,6.8
2024-01-01,Negeri Sembilan,P.132 Port Dickson,both,overall,overall,133.1
2024-01-01,Negeri Sembilan,P.132 Port Dickson,female,overall,overall,62.7
2024-01-01,Negeri Sembilan,P.132 Port Dickson,male,overall,overall,70.7
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.1
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,citizen,83.3
2020-01-01,Negeri Sembilan,P.133 Tampin,both,overall,noncitizen,4.8
2020-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.3
2020-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.8
2021-01-01,Negeri Sembilan,P.133 Tampin,both,citizen,overall,84.0
2021-01-01,Negeri Sembilan,P.133 Tampin,both,noncitizen,overall,4.4
2021-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.4
2021-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.6
2021-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.8
2022-01-01,Negeri Sembilan,P.133 Tampin,both,citizen,overall,84.6
2022-01-01,Negeri Sembilan,P.133 Tampin,both,noncitizen,overall,4.1
2022-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,88.7
2022-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,41.8
2022-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,46.9
2023-01-01,Negeri Sembilan,P.133 Tampin,both,citizen,overall,85.2
2023-01-01,Negeri Sembilan,P.133 Tampin,both,noncitizen,overall,4.8
2023-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,89.9
2023-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,42.3
2023-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,47.7
2024-01-01,Negeri Sembilan,P.133 Tampin,both,citizen,overall,85.5
2024-01-01,Negeri Sembilan,P.133 Tampin,both,noncitizen,overall,5.5
2024-01-01,Negeri Sembilan,P.133 Tampin,both,overall,overall,91.0
2024-01-01,Negeri Sembilan,P.133 Tampin,female,overall,overall,42.8
2024-01-01,Negeri Sembilan,P.133 Tampin,male,overall,overall,48.3
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,95.7
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,citizen,90.5
2020-01-01,Melaka,P.134 Masjid Tanah,both,overall,noncitizen,5.2
2020-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,47.3
2020-01-01,Melaka,P.134 Masjid Tanah,male,overall,overall,48.4
2021-01-01,Melaka,P.134 Masjid Tanah,both,citizen,overall,91.3
2021-01-01,Melaka,P.134 Masjid Tanah,both,noncitizen,overall,5.0
2021-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,96.3
2021-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,47.6
2021-01-01,Melaka,P.134 Masjid Tanah,male,overall,overall,48.6
2022-01-01,Melaka,P.134 Masjid Tanah,both,citizen,overall,91.8
2022-01-01,Melaka,P.134 Masjid Tanah,both,noncitizen,overall,4.8
2022-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,96.7
2022-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,47.9
2022-01-01,Melaka,P.134 Masjid Tanah,male,overall,overall,48.8
2023-01-01,Melaka,P.134 Masjid Tanah,both,citizen,overall,92.7
2023-01-01,Melaka,P.134 Masjid Tanah,both,noncitizen,overall,5.8
2023-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,98.5
2023-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,48.6
2023-01-01,Melaka,P.134 Masjid Tanah,male,overall,overall,49.9
2024-01-01,Melaka,P.134 Masjid Tanah,both,citizen,overall,94.0
2024-01-01,Melaka,P.134 Masjid Tanah,both,noncitizen,overall,6.5
2024-01-01,Melaka,P.134 Masjid Tanah,both,overall,overall,100.3
2024-01-01,Melaka,P.134 Masjid Tanah,female,overall,overall,49.2
2024-01-01,Melaka,P.134 Masjid Tanah,male,overall,overall,51.1
2020-01-01,Melaka,P.135 Alor Gajah,both,overall,overall,171.1
2020-01-01,Melaka,P.135 Alor Gajah,both,overall,citizen,155.8
2020-01-01,Melaka,P.135 Alor Gajah,both,overall,noncitizen,15.2
2020-01-01,Melaka,P.135 Alor Gajah,female,overall,overall,81.2
2020-01-01,Melaka,P.135 Alor Gajah,male,overall,overall,89.9
2021-01-01,Melaka,P.135 Alor Gajah,both,citizen,overall,157.2
2021-01-01,Melaka,P.135 Alor Gajah,both,noncitizen,overall,14.8
2021-01-01,Melaka,P.135 Alor Gajah,both,overall,overall,172.1
2021-01-01,Melaka,P.135 Alor Gajah,female,overall,overall,81.8
2021-01-01,Melaka,P.135 Alor Gajah,male,overall,overall,90.3
2022-01-01,Melaka,P.135 Alor Gajah,both,citizen,overall,158.3
2022-01-01,Melaka,P.135 Alor Gajah,both,noncitizen,overall,14.5
2022-01-01,Melaka,P.135 Alor Gajah,both,overall,overall,172.8
2022-01-01,Melaka,P.135 Alor Gajah,female,overall,overall,82.3
2022-01-01,Melaka,P.135 Alor Gajah,male,overall,overall,90.5
2023-01-01,Melaka,P.135 Alor Gajah,both,citizen,overall,159.1
2023-01-01,Melaka,P.135 Alor Gajah,both,noncitizen,overall,17.1
2023-01-01,Melaka,P.135 Alor Gajah,both,overall,overall,176.2
2023-01-01,Melaka,P.135 Alor Gajah,female,overall,overall,83.5
2023-01-01,Melaka,P.135 Alor Gajah,male,overall,overall,92.8
2024-01-01,Melaka,P.135 Alor Gajah,both,citizen,overall,159.6
2024-01-01,Melaka,P.135 Alor Gajah,both,noncitizen,overall,19.6
2024-01-01,Melaka,P.135 Alor Gajah,both,overall,overall,179.3
2024-01-01,Melaka,P.135 Alor Gajah,female,overall,overall,84.4
2024-01-01,Melaka,P.135 Alor Gajah,male,overall,overall,94.9
2020-01-01,Melaka,P.136 Tangga Batu,both,overall,overall,198.0
2020-01-01,Melaka,P.136 Tangga Batu,both,overall,citizen,188.0
2020-01-01,Melaka,P.136 Tangga Batu,both,overall,noncitizen,10.1
2020-01-01,Melaka,P.136 Tangga Batu,female,overall,overall,92.3
2020-01-01,Melaka,P.136 Tangga Batu,male,overall,overall,105.8
2021-01-01,Melaka,P.136 Tangga Batu,both,citizen,overall,189.5
2021-01-01,Melaka,P.136 Tangga Batu,both,noncitizen,overall,9.7
2021-01-01,Melaka,P.136 Tangga Batu,both,overall,overall,199.2
2021-01-01,Melaka,P.136 Tangga Batu,female,overall,overall,93.0
2021-01-01,Melaka,P.136 Tangga Batu,male,overall,overall,106.4
2022-01-01,Melaka,P.136 Tangga Batu,both,citizen,overall,190.6
2022-01-01,Melaka,P.136 Tangga Batu,both,noncitizen,overall,9.5
2022-01-01,Melaka,P.136 Tangga Batu,both,overall,overall,200.1
2022-01-01,Melaka,P.136 Tangga Batu,female,overall,overall,93.5
2022-01-01,Melaka,P.136 Tangga Batu,male,overall,overall,106.5
2023-01-01,Melaka,P.136 Tangga Batu,both,citizen,overall,192.9
2023-01-01,Melaka,P.136 Tangga Batu,both,noncitizen,overall,11.0
2023-01-01,Melaka,P.136 Tangga Batu,both,overall,overall,203.9
2023-01-01,Melaka,P.136 Tangga Batu,female,overall,overall,94.8
2023-01-01,Melaka,P.136 Tangga Batu,male,overall,overall,109.2
2024-01-01,Melaka,P.136 Tangga Batu,both,citizen,overall,194.4
2024-01-01,Melaka,P.136 Tangga Batu,both,noncitizen,overall,13.2
2024-01-01,Melaka,P.136 Tangga Batu,both,overall,overall,207.6
2024-01-01,Melaka,P.136 Tangga Batu,female,overall,overall,96.0
2024-01-01,Melaka,P.136 Tangga Batu,male,overall,overall,111.7
2020-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,overall,183.7
2020-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,citizen,169.4
2020-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,noncitizen,14.3
2020-01-01,Melaka,P.137 Hang Tuah Jaya,female,overall,overall,87.8
2020-01-01,Melaka,P.137 Hang Tuah Jaya,male,overall,overall,95.9
2021-01-01,Melaka,P.137 Hang Tuah Jaya,both,citizen,overall,170.9
2021-01-01,Melaka,P.137 Hang Tuah Jaya,both,noncitizen,overall,14.1
2021-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,overall,184.8
2021-01-01,Melaka,P.137 Hang Tuah Jaya,female,overall,overall,88.4
2021-01-01,Melaka,P.137 Hang Tuah Jaya,male,overall,overall,96.4
2022-01-01,Melaka,P.137 Hang Tuah Jaya,both,citizen,overall,171.9
2022-01-01,Melaka,P.137 Hang Tuah Jaya,both,noncitizen,overall,13.7
2022-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,overall,185.6
2022-01-01,Melaka,P.137 Hang Tuah Jaya,female,overall,overall,88.9
2022-01-01,Melaka,P.137 Hang Tuah Jaya,male,overall,overall,96.7
2023-01-01,Melaka,P.137 Hang Tuah Jaya,both,citizen,overall,173.1
2023-01-01,Melaka,P.137 Hang Tuah Jaya,both,noncitizen,overall,16.1
2023-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,overall,189.1
2023-01-01,Melaka,P.137 Hang Tuah Jaya,female,overall,overall,90.1
2023-01-01,Melaka,P.137 Hang Tuah Jaya,male,overall,overall,99.0
2024-01-01,Melaka,P.137 Hang Tuah Jaya,both,citizen,overall,174.0
2024-01-01,Melaka,P.137 Hang Tuah Jaya,both,noncitizen,overall,18.7
2024-01-01,Melaka,P.137 Hang Tuah Jaya,both,overall,overall,192.6
2024-01-01,Melaka,P.137 Hang Tuah Jaya,female,overall,overall,91.2
2024-01-01,Melaka,P.137 Hang Tuah Jaya,male,overall,overall,101.3
2020-01-01,Melaka,P.138 Kota Melaka,both,overall,overall,215.4
2020-01-01,Melaka,P.138 Kota Melaka,both,overall,citizen,200.1
2020-01-01,Melaka,P.138 Kota Melaka,both,overall,noncitizen,15.3
2020-01-01,Melaka,P.138 Kota Melaka,female,overall,overall,102.7
2020-01-01,Melaka,P.138 Kota Melaka,male,overall,overall,112.7
2021-01-01,Melaka,P.138 Kota Melaka,both,citizen,overall,201.7
2021-01-01,Melaka,P.138 Kota Melaka,both,noncitizen,overall,15.0
2021-01-01,Melaka,P.138 Kota Melaka,both,overall,overall,216.8
2021-01-01,Melaka,P.138 Kota Melaka,female,overall,overall,103.4
2021-01-01,Melaka,P.138 Kota Melaka,male,overall,overall,113.1
2022-01-01,Melaka,P.138 Kota Melaka,both,citizen,overall,203.0
2022-01-01,Melaka,P.138 Kota Melaka,both,noncitizen,overall,14.6
2022-01-01,Melaka,P.138 Kota Melaka,both,overall,overall,217.6
2022-01-01,Melaka,P.138 Kota Melaka,female,overall,overall,103.9
2022-01-01,Melaka,P.138 Kota Melaka,male,overall,overall,113.7
2023-01-01,Melaka,P.138 Kota Melaka,both,citizen,overall,204.0
2023-01-01,Melaka,P.138 Kota Melaka,both,noncitizen,overall,17.7
2023-01-01,Melaka,P.138 Kota Melaka,both,overall,overall,221.8
2023-01-01,Melaka,P.138 Kota Melaka,female,overall,overall,105.5
2023-01-01,Melaka,P.138 Kota Melaka,male,overall,overall,116.4
2024-01-01,Melaka,P.138 Kota Melaka,both,citizen,overall,206.0
2024-01-01,Melaka,P.138 Kota Melaka,both,noncitizen,overall,20.0
2024-01-01,Melaka,P.138 Kota Melaka,both,overall,overall,225.9
2024-01-01,Melaka,P.138 Kota Melaka,female,overall,overall,106.8
2024-01-01,Melaka,P.138 Kota Melaka,male,overall,overall,119.1
2020-01-01,Melaka,P.139 Jasin,both,overall,overall,134.5
2020-01-01,Melaka,P.139 Jasin,both,overall,citizen,123.5
2020-01-01,Melaka,P.139 Jasin,both,overall,noncitizen,11.0
2020-01-01,Melaka,P.139 Jasin,female,overall,overall,62.3
2020-01-01,Melaka,P.139 Jasin,male,overall,overall,72.3
2021-01-01,Melaka,P.139 Jasin,both,citizen,overall,124.8
2021-01-01,Melaka,P.139 Jasin,both,noncitizen,overall,10.6
2021-01-01,Melaka,P.139 Jasin,both,overall,overall,135.3
2021-01-01,Melaka,P.139 Jasin,female,overall,overall,62.7
2021-01-01,Melaka,P.139 Jasin,male,overall,overall,72.6
2022-01-01,Melaka,P.139 Jasin,both,citizen,overall,125.4
2022-01-01,Melaka,P.139 Jasin,both,noncitizen,overall,10.5
2022-01-01,Melaka,P.139 Jasin,both,overall,overall,135.9
2022-01-01,Melaka,P.139 Jasin,female,overall,overall,63.1
2022-01-01,Melaka,P.139 Jasin,male,overall,overall,72.7
2023-01-01,Melaka,P.139 Jasin,both,citizen,overall,126.4
2023-01-01,Melaka,P.139 Jasin,both,noncitizen,overall,12.1
2023-01-01,Melaka,P.139 Jasin,both,overall,overall,138.5
2023-01-01,Melaka,P.139 Jasin,female,overall,overall,63.9
2023-01-01,Melaka,P.139 Jasin,male,overall,overall,74.5
2024-01-01,Melaka,P.139 Jasin,both,citizen,overall,126.8
2024-01-01,Melaka,P.139 Jasin,both,noncitizen,overall,14.2
2024-01-01,Melaka,P.139 Jasin,both,overall,overall,141.0
2024-01-01,Melaka,P.139 Jasin,female,overall,overall,64.8
2024-01-01,Melaka,P.139 Jasin,male,overall,overall,76.3
2020-01-01,Johor,P.140 Segamat,both,overall,overall,76.0
2020-01-01,Johor,P.140 Segamat,both,overall,citizen,71.2
2020-01-01,Johor,P.140 Segamat,both,overall,noncitizen,4.8
2020-01-01,Johor,P.140 Segamat,female,overall,overall,36.6
2020-01-01,Johor,P.140 Segamat,male,overall,overall,39.4
2021-01-01,Johor,P.140 Segamat,both,citizen,overall,71.7
2021-01-01,Johor,P.140 Segamat,both,noncitizen,overall,4.5
2021-01-01,Johor,P.140 Segamat,both,overall,overall,76.2
2021-01-01,Johor,P.140 Segamat,female,overall,overall,36.8
2021-01-01,Johor,P.140 Segamat,male,overall,overall,39.3
2022-01-01,Johor,P.140 Segamat,both,citizen,overall,72.0
2022-01-01,Johor,P.140 Segamat,both,noncitizen,overall,4.3
2022-01-01,Johor,P.140 Segamat,both,overall,overall,76.4
