state,date,age_group,fertility_rate
Melaka,2015-01-01,tfr,2.05
Melaka,2016-01-01,15-19,6.0
Melaka,2016-01-01,20-24,36.0
Melaka,2016-01-01,25-29,115.0
Melaka,2016-01-01,30-34,137.0
Melaka,2016-01-01,35-39,80.0
Melaka,2016-01-01,40-44,18.0
Melaka,2016-01-01,45-49,1.0
Melaka,2016-01-01,tfr,1.96
Melaka,2017-01-01,15-19,6.0
Melaka,2017-01-01,20-24,35.0
Melaka,2017-01-01,25-29,107.0
Melaka,2017-01-01,30-34,131.0
Melaka,2017-01-01,35-39,81.0
Melaka,2017-01-01,40-44,19.0
Melaka,2017-01-01,45-49,1.0
Melaka,2017-01-01,tfr,1.9
Melaka,2018-01-01,15-19,5.49
Melaka,2018-01-01,20-24,36.45
Melaka,2018-01-01,25-29,99.21
Melaka,2018-01-01,30-34,130.22
Melaka,2018-01-01,35-39,77.99
Melaka,2018-01-01,40-44,20.17
Melaka,2018-01-01,45-49,1.26
Melaka,2018-01-01,tfr,1.85
Melaka,2019-01-01,15-19,6.11
Melaka,2019-01-01,20-24,36.3
Melaka,2019-01-01,25-29,95.15
Melaka,2019-01-01,30-34,123.06
Melaka,2019-01-01,35-39,75.01
Melaka,2019-01-01,40-44,18.67
Melaka,2019-01-01,45-49,1.31
Melaka,2019-01-01,tfr,1.78
Melaka,2020-01-01,15-19,4.99
Melaka,2020-01-01,20-24,37.33
Melaka,2020-01-01,25-29,90.61
Melaka,2020-01-01,30-34,115.25
Melaka,2020-01-01,35-39,77.01
Melaka,2020-01-01,40-44,19.91
Melaka,2020-01-01,45-49,0.76
Melaka,2020-01-01,tfr,1.73
Melaka,2021-01-01,15-19,2.76
Melaka,2021-01-01,20-24,32.8
Melaka,2021-01-01,25-29,106.63
Melaka,2021-01-01,30-34,103.51
Melaka,2021-01-01,35-39,73.13
Melaka,2021-01-01,40-44,13.84
Melaka,2021-01-01,45-49,0.67
Melaka,2021-01-01,tfr,1.67
Melaka,2022-01-01,15-19,3.0
Melaka,2022-01-01,20-24,35.0
Melaka,2022-01-01,25-29,109.0
Melaka,2022-01-01,30-34,98.0
Melaka,2022-01-01,35-39,70.0
Melaka,2022-01-01,40-44,16.0
Melaka,2022-01-01,45-49,1.0
Melaka,2022-01-01,tfr,1.66
Melaka,2023-01-01,15-19,4.0
Melaka,2023-01-01,20-24,32.0
Melaka,2023-01-01,25-29,110.0
Melaka,2023-01-01,30-34,96.0
Melaka,2023-01-01,35-39,73.0
Melaka,2023-01-01,40-44,18.0
Melaka,2023-01-01,45-49,1.0
Melaka,2023-01-01,tfr,1.67
Melaka,2024-01-01,15-19,5.0
Melaka,2024-01-01,20-24,25.0
Melaka,2024-01-01,25-29,98.0
Melaka,2024-01-01,30-34,86.0
Melaka,2024-01-01,35-39,68.0
Melaka,2024-01-01,40-44,17.0
Melaka,2024-01-01,45-49,1.0
Melaka,2024-01-01,tfr,1.5
Negeri Sembilan,2001-01-01,15-19,12.0
Negeri Sembilan,2001-01-01,20-24,90.0
Negeri Sembilan,2001-01-01,25-29,193.0
Negeri Sembilan,2001-01-01,30-34,151.0
Negeri Sembilan,2001-01-01,35-39,86.0
Negeri Sembilan,2001-01-01,40-44,26.0
Negeri Sembilan,2001-01-01,45-49,2.0
Negeri Sembilan,2001-01-01,tfr,2.8
Negeri Sembilan,2002-01-01,15-19,11.0
Negeri Sembilan,2002-01-01,20-24,84.0
Negeri Sembilan,2002-01-01,25-29,192.0
Negeri Sembilan,2002-01-01,30-34,154.0
Negeri Sembilan,2002-01-01,35-39,83.0
Negeri Sembilan,2002-01-01,40-44,25.0
Negeri Sembilan,2002-01-01,45-49,2.0
Negeri Sembilan,2002-01-01,tfr,2.76
Negeri Sembilan,2003-01-01,15-19,10.0
Negeri Sembilan,2003-01-01,20-24,81.0
Negeri Sembilan,2003-01-01,25-29,183.0
Negeri Sembilan,2003-01-01,30-34,151.0
Negeri Sembilan,2003-01-01,35-39,81.0
Negeri Sembilan,2003-01-01,40-44,23.0
Negeri Sembilan,2003-01-01,45-49,2.0
Negeri Sembilan,2003-01-01,tfr,2.65
Negeri Sembilan,2004-01-01,15-19,11.0
Negeri Sembilan,2004-01-01,20-24,74.0
Negeri Sembilan,2004-01-01,25-29,178.0
Negeri Sembilan,2004-01-01,30-34,151.0
Negeri Sembilan,2004-01-01,35-39,77.0
Negeri Sembilan,2004-01-01,40-44,23.0
Negeri Sembilan,2004-01-01,45-49,1.0
Negeri Sembilan,2004-01-01,tfr,2.58
Negeri Sembilan,2005-01-01,15-19,11.0
Negeri Sembilan,2005-01-01,20-24,73.0
Negeri Sembilan,2005-01-01,25-29,173.0
Negeri Sembilan,2005-01-01,30-34,146.0
Negeri Sembilan,2005-01-01,35-39,73.0
Negeri Sembilan,2005-01-01,40-44,21.0
Negeri Sembilan,2005-01-01,45-49,1.0
Negeri Sembilan,2005-01-01,tfr,2.49
Negeri Sembilan,2006-01-01,15-19,10.0
Negeri Sembilan,2006-01-01,20-24,68.0
Negeri Sembilan,2006-01-01,25-29,166.0
Negeri Sembilan,2006-01-01,30-34,142.0
Negeri Sembilan,2006-01-01,35-39,74.0
Negeri Sembilan,2006-01-01,40-44,20.0
Negeri Sembilan,2006-01-01,45-49,1.0
Negeri Sembilan,2006-01-01,tfr,2.41
Negeri Sembilan,2007-01-01,15-19,10.0
Negeri Sembilan,2007-01-01,20-24,67.0
Negeri Sembilan,2007-01-01,25-29,170.0
Negeri Sembilan,2007-01-01,30-34,148.0
Negeri Sembilan,2007-01-01,35-39,73.0
Negeri Sembilan,2007-01-01,40-44,18.0
Negeri Sembilan,2007-01-01,45-49,1.0
Negeri Sembilan,2007-01-01,tfr,2.44
Negeri Sembilan,2008-01-01,15-19,10.0
Negeri Sembilan,2008-01-01,20-24,67.0
Negeri Sembilan,2008-01-01,25-29,168.0
Negeri Sembilan,2008-01-01,30-34,146.0
Negeri Sembilan,2008-01-01,35-39,71.0
Negeri Sembilan,2008-01-01,40-44,20.0
Negeri Sembilan,2008-01-01,45-49,1.0
Negeri Sembilan,2008-01-01,tfr,2.42
Negeri Sembilan,2009-01-01,15-19,10.0
Negeri Sembilan,2009-01-01,20-24,60.0
Negeri Sembilan,2009-01-01,25-29,167.0
Negeri Sembilan,2009-01-01,30-34,149.0
Negeri Sembilan,2009-01-01,35-39,71.0
Negeri Sembilan,2009-01-01,40-44,18.0
Negeri Sembilan,2009-01-01,45-49,1.0
Negeri Sembilan,2009-01-01,tfr,2.38
Negeri Sembilan,2010-01-01,15-19,11.0
Negeri Sembilan,2010-01-01,20-24,56.0
Negeri Sembilan,2010-01-01,25-29,158.0
Negeri Sembilan,2010-01-01,30-34,141.0
Negeri Sembilan,2010-01-01,35-39,69.0
Negeri Sembilan,2010-01-01,40-44,17.0
Negeri Sembilan,2010-01-01,45-49,1.0
Negeri Sembilan,2010-01-01,tfr,2.27
Negeri Sembilan,2011-01-01,15-19,10.0
Negeri Sembilan,2011-01-01,20-24,52.0
Negeri Sembilan,2011-01-01,25-29,158.0
Negeri Sembilan,2011-01-01,30-34,151.0
Negeri Sembilan,2011-01-01,35-39,71.0
Negeri Sembilan,2011-01-01,40-44,16.0
Negeri Sembilan,2011-01-01,45-49,1.0
Negeri Sembilan,2011-01-01,tfr,2.3
Negeri Sembilan,2012-01-01,15-19,10.0
Negeri Sembilan,2012-01-01,20-24,49.0
Negeri Sembilan,2012-01-01,25-29,151.0
Negeri Sembilan,2012-01-01,30-34,155.0
Negeri Sembilan,2012-01-01,35-39,75.0
Negeri Sembilan,2012-01-01,40-44,18.0
Negeri Sembilan,2012-01-01,45-49,1.0
Negeri Sembilan,2012-01-01,tfr,2.29
Negeri Sembilan,2013-01-01,15-19,10.0
Negeri Sembilan,2013-01-01,20-24,45.0
Negeri Sembilan,2013-01-01,25-29,146.0
Negeri Sembilan,2013-01-01,30-34,148.0
Negeri Sembilan,2013-01-01,35-39,73.0
Negeri Sembilan,2013-01-01,40-44,17.0
Negeri Sembilan,2013-01-01,45-49,1.0
Negeri Sembilan,2013-01-01,tfr,2.2
Negeri Sembilan,2014-01-01,15-19,9.0
Negeri Sembilan,2014-01-01,20-24,46.0
Negeri Sembilan,2014-01-01,25-29,145.0
Negeri Sembilan,2014-01-01,30-34,162.0
Negeri Sembilan,2014-01-01,35-39,80.0
Negeri Sembilan,2014-01-01,40-44,19.0
Negeri Sembilan,2014-01-01,45-49,1.0
Negeri Sembilan,2014-01-01,tfr,2.31
Negeri Sembilan,2015-01-01,15-19,9.0
Negeri Sembilan,2015-01-01,20-24,43.0
Negeri Sembilan,2015-01-01,25-29,140.0
Negeri Sembilan,2015-01-01,30-34,158.0
Negeri Sembilan,2015-01-01,35-39,82.0
Negeri Sembilan,2015-01-01,40-44,18.0
Negeri Sembilan,2015-01-01,45-49,1.0
Negeri Sembilan,2015-01-01,tfr,2.25
Negeri Sembilan,2016-01-01,15-19,7.0
Negeri Sembilan,2016-01-01,20-24,42.0
Negeri Sembilan,2016-01-01,25-29,130.0
Negeri Sembilan,2016-01-01,30-34,152.0
Negeri Sembilan,2016-01-01,35-39,84.0
Negeri Sembilan,2016-01-01,40-44,19.0
Negeri Sembilan,2016-01-01,45-49,1.0
Negeri Sembilan,2016-01-01,tfr,2.17
Negeri Sembilan,2017-01-01,15-19,7.0
Negeri Sembilan,2017-01-01,20-24,42.0
Negeri Sembilan,2017-01-01,25-29,126.0
Negeri Sembilan,2017-01-01,30-34,146.0
Negeri Sembilan,2017-01-01,35-39,83.0
Negeri Sembilan,2017-01-01,40-44,21.0
Negeri Sembilan,2017-01-01,45-49,1.0
Negeri Sembilan,2017-01-01,tfr,2.13
Negeri Sembilan,2018-01-01,15-19,6.8
Negeri Sembilan,2018-01-01,20-24,39.99
Negeri Sembilan,2018-01-01,25-29,120.2
Negeri Sembilan,2018-01-01,30-34,144.06
Negeri Sembilan,2018-01-01,35-39,90.21
Negeri Sembilan,2018-01-01,40-44,20.75
Negeri Sembilan,2018-01-01,45-49,1.34
Negeri Sembilan,2018-01-01,tfr,2.12
Negeri Sembilan,2019-01-01,15-19,6.35
Negeri Sembilan,2019-01-01,20-24,37.11
Negeri Sembilan,2019-01-01,25-29,113.98
Negeri Sembilan,2019-01-01,30-34,134.17
Negeri Sembilan,2019-01-01,35-39,87.74
Negeri Sembilan,2019-01-01,40-44,20.39
Negeri Sembilan,2019-01-01,45-49,1.14
Negeri Sembilan,2019-01-01,tfr,2.0
Negeri Sembilan,2020-01-01,15-19,5.92
Negeri Sembilan,2020-01-01,20-24,35.52
Negeri Sembilan,2020-01-01,25-29,106.14
Negeri Sembilan,2020-01-01,30-34,133.22
Negeri Sembilan,2020-01-01,35-39,87.53
Negeri Sembilan,2020-01-01,40-44,22.38
Negeri Sembilan,2020-01-01,45-49,1.2
Negeri Sembilan,2020-01-01,tfr,1.96
Negeri Sembilan,2021-01-01,15-19,4.89
Negeri Sembilan,2021-01-01,20-24,32.36
Negeri Sembilan,2021-01-01,25-29,119.3
Negeri Sembilan,2021-01-01,30-34,114.28
Negeri Sembilan,2021-01-01,35-39,68.28
Negeri Sembilan,2021-01-01,40-44,19.23
Negeri Sembilan,2021-01-01,45-49,0.97
Negeri Sembilan,2021-01-01,tfr,1.8
Negeri Sembilan,2022-01-01,15-19,5.0
Negeri Sembilan,2022-01-01,20-24,32.0
Negeri Sembilan,2022-01-01,25-29,118.0
Negeri Sembilan,2022-01-01,30-34,104.0
Negeri Sembilan,2022-01-01,35-39,65.0
Negeri Sembilan,2022-01-01,40-44,19.0
Negeri Sembilan,2022-01-01,45-49,1.0
Negeri Sembilan,2022-01-01,tfr,1.72
Negeri Sembilan,2023-01-01,15-19,5.0
Negeri Sembilan,2023-01-01,20-24,32.0
Negeri Sembilan,2023-01-01,25-29,117.0
Negeri Sembilan,2023-01-01,30-34,113.0
Negeri Sembilan,2023-01-01,35-39,66.0
Negeri Sembilan,2023-01-01,40-44,19.0
Negeri Sembilan,2023-01-01,45-49,1.0
Negeri Sembilan,2023-01-01,tfr,1.76
Negeri Sembilan,2024-01-01,15-19,5.0
Negeri Sembilan,2024-01-01,20-24,26.0
Negeri Sembilan,2024-01-01,25-29,96.0
Negeri Sembilan,2024-01-01,30-34,103.0
Negeri Sembilan,2024-01-01,35-39,59.0
Negeri Sembilan,2024-01-01,40-44,16.0
Negeri Sembilan,2024-01-01,45-49,1.0
Negeri Sembilan,2024-01-01,tfr,1.5
Pahang,2001-01-01,15-19,15.0
Pahang,2001-01-01,20-24,110.0
Pahang,2001-01-01,25-29,210.0
Pahang,2001-01-01,30-34,155.0
Pahang,2001-01-01,35-39,98.0
Pahang,2001-01-01,40-44,36.0
Pahang,2001-01-01,45-49,4.0
Pahang,2001-01-01,tfr,3.14
Pahang,2002-01-01,15-19,15.0
Pahang,2002-01-01,20-24,97.0
Pahang,2002-01-01,25-29,199.0
Pahang,2002-01-01,30-34,158.0
Pahang,2002-01-01,35-39,93.0
Pahang,2002-01-01,40-44,35.0
Pahang,2002-01-01,45-49,4.0
Pahang,2002-01-01,tfr,3.0
Pahang,2003-01-01,15-19,14.0
Pahang,2003-01-01,20-24,87.0
Pahang,2003-01-01,25-29,192.0
Pahang,2003-01-01,30-34,156.0
Pahang,2003-01-01,35-39,90.0
Pahang,2003-01-01,40-44,32.0
Pahang,2003-01-01,45-49,4.0
Pahang,2003-01-01,tfr,2.88
Pahang,2004-01-01,15-19,16.0
Pahang,2004-01-01,20-24,81.0
Pahang,2004-01-01,25-29,182.0
Pahang,2004-01-01,30-34,156.0
Pahang,2004-01-01,35-39,89.0
Pahang,2004-01-01,40-44,30.0
Pahang,2004-01-01,45-49,3.0
Pahang,2004-01-01,tfr,2.8
Pahang,2005-01-01,15-19,15.0
Pahang,2005-01-01,20-24,78.0
Pahang,2005-01-01,25-29,175.0
Pahang,2005-01-01,30-34,152.0
Pahang,2005-01-01,35-39,91.0
Pahang,2005-01-01,40-44,29.0
Pahang,2005-01-01,45-49,3.0
Pahang,2005-01-01,tfr,2.72
Pahang,2006-01-01,15-19,16.0
Pahang,2006-01-01,20-24,74.0
Pahang,2006-01-01,25-29,162.0
Pahang,2006-01-01,30-34,146.0
Pahang,2006-01-01,35-39,83.0
Pahang,2006-01-01,40-44,28.0
Pahang,2006-01-01,45-49,3.0
Pahang,2006-01-01,tfr,2.56
Pahang,2007-01-01,15-19,16.0
Pahang,2007-01-01,20-24,74.0
Pahang,2007-01-01,25-29,157.0
Pahang,2007-01-01,30-34,143.0
Pahang,2007-01-01,35-39,86.0
Pahang,2007-01-01,40-44,26.0
Pahang,2007-01-01,45-49,2.0
Pahang,2007-01-01,tfr,2.52
Pahang,2008-01-01,15-19,16.0
Pahang,2008-01-01,20-24,81.0
Pahang,2008-01-01,25-29,147.0
Pahang,2008-01-01,30-34,151.0
Pahang,2008-01-01,35-39,83.0
Pahang,2008-01-01,40-44,27.0
Pahang,2008-01-01,45-49,2.0
Pahang,2008-01-01,tfr,2.53
Pahang,2009-01-01,15-19,16.0
Pahang,2009-01-01,20-24,84.0
Pahang,2009-01-01,25-29,148.0
Pahang,2009-01-01,30-34,146.0
Pahang,2009-01-01,35-39,81.0
Pahang,2009-01-01,40-44,25.0
Pahang,2009-01-01,45-49,2.0
Pahang,2009-01-01,tfr,2.51
Pahang,2010-01-01,15-19,15.0
Pahang,2010-01-01,20-24,79.0
Pahang,2010-01-01,25-29,147.0
Pahang,2010-01-01,30-34,145.0
Pahang,2010-01-01,35-39,79.0
Pahang,2010-01-01,40-44,26.0
Pahang,2010-01-01,45-49,3.0
Pahang,2010-01-01,tfr,2.47
Pahang,2011-01-01,15-19,18.0
Pahang,2011-01-01,20-24,78.0
Pahang,2011-01-01,25-29,148.0
Pahang,2011-01-01,30-34,147.0
Pahang,2011-01-01,35-39,82.0
Pahang,2011-01-01,40-44,25.0
Pahang,2011-01-01,45-49,2.0
Pahang,2011-01-01,tfr,2.5
Pahang,2012-01-01,15-19,17.0
Pahang,2012-01-01,20-24,73.0
Pahang,2012-01-01,25-29,155.0
Pahang,2012-01-01,30-34,140.0
Pahang,2012-01-01,35-39,83.0
Pahang,2012-01-01,40-44,25.0
Pahang,2012-01-01,45-49,2.0
Pahang,2012-01-01,tfr,2.48
Pahang,2013-01-01,15-19,16.0
Pahang,2013-01-01,20-24,63.0
Pahang,2013-01-01,25-29,155.0
Pahang,2013-01-01,30-34,133.0
Pahang,2013-01-01,35-39,85.0
Pahang,2013-01-01,40-44,23.0
Pahang,2013-01-01,45-49,2.0
Pahang,2013-01-01,tfr,2.38
Pahang,2014-01-01,15-19,15.0
Pahang,2014-01-01,20-24,63.0
Pahang,2014-01-01,25-29,167.0
Pahang,2014-01-01,30-34,135.0
Pahang,2014-01-01,35-39,91.0
Pahang,2014-01-01,40-44,24.0
Pahang,2014-01-01,45-49,2.0
Pahang,2014-01-01,tfr,2.49
Pahang,2015-01-01,15-19,15.0
Pahang,2015-01-01,20-24,59.0
Pahang,2015-01-01,25-29,156.0
Pahang,2015-01-01,30-34,131.0
Pahang,2015-01-01,35-39,90.0
Pahang,2015-01-01,40-44,26.0
Pahang,2015-01-01,45-49,2.0
Pahang,2015-01-01,tfr,2.39
Pahang,2016-01-01,15-19,13.0
Pahang,2016-01-01,20-24,57.0
Pahang,2016-01-01,25-29,146.0
Pahang,2016-01-01,30-34,133.0
Pahang,2016-01-01,35-39,85.0
Pahang,2016-01-01,40-44,23.0
Pahang,2016-01-01,45-49,2.0
Pahang,2016-01-01,tfr,2.29
Pahang,2017-01-01,15-19,12.0
Pahang,2017-01-01,20-24,55.0
Pahang,2017-01-01,25-29,136.0
Pahang,2017-01-01,30-34,134.0
Pahang,2017-01-01,35-39,83.0
Pahang,2017-01-01,40-44,26.0
Pahang,2017-01-01,45-49,1.0
Pahang,2017-01-01,tfr,2.24
Pahang,2018-01-01,15-19,11.78
Pahang,2018-01-01,20-24,51.67
Pahang,2018-01-01,25-29,120.46
Pahang,2018-01-01,30-34,135.61
Pahang,2018-01-01,35-39,80.27
Pahang,2018-01-01,40-44,27.49
Pahang,2018-01-01,45-49,1.87
Pahang,2018-01-01,tfr,2.15
Pahang,2019-01-01,15-19,11.08
Pahang,2019-01-01,20-24,46.59
Pahang,2019-01-01,25-29,111.78
Pahang,2019-01-01,30-34,126.29
Pahang,2019-01-01,35-39,77.13
Pahang,2019-01-01,40-44,27.84
Pahang,2019-01-01,45-49,1.74
Pahang,2019-01-01,tfr,2.01
Pahang,2020-01-01,15-19,11.18
Pahang,2020-01-01,20-24,46.62
Pahang,2020-01-01,25-29,105.93
Pahang,2020-01-01,30-34,120.88
Pahang,2020-01-01,35-39,74.71
Pahang,2020-01-01,40-44,25.89
Pahang,2020-01-01,45-49,1.85
Pahang,2020-01-01,tfr,1.94
Pahang,2021-01-01,15-19,8.54
Pahang,2021-01-01,20-24,55.01
Pahang,2021-01-01,25-29,150.61
Pahang,2021-01-01,30-34,127.83
Pahang,2021-01-01,35-39,72.69
Pahang,2021-01-01,40-44,19.74
Pahang,2021-01-01,45-49,1.54
Pahang,2021-01-01,tfr,2.18
Pahang,2022-01-01,15-19,8.0
Pahang,2022-01-01,20-24,55.0
Pahang,2022-01-01,25-29,146.0
Pahang,2022-01-01,30-34,122.0
Pahang,2022-01-01,35-39,69.0
Pahang,2022-01-01,40-44,18.0
Pahang,2022-01-01,45-49,2.0
Pahang,2022-01-01,tfr,2.1
Pahang,2023-01-01,15-19,9.0
Pahang,2023-01-01,20-24,50.0
Pahang,2023-01-01,25-29,145.0
Pahang,2023-01-01,30-34,131.0
Pahang,2023-01-01,35-39,72.0
Pahang,2023-01-01,40-44,20.0
Pahang,2023-01-01,45-49,1.0
Pahang,2023-01-01,tfr,2.14
Pahang,2024-01-01,15-19,8.0
Pahang,2024-01-01,20-24,41.0
Pahang,2024-01-01,25-29,121.0
Pahang,2024-01-01,30-34,116.0
Pahang,2024-01-01,35-39,68.0
Pahang,2024-01-01,40-44,18.0
Pahang,2024-01-01,45-49,2.0
Pahang,2024-01-01,tfr,1.9
Perak,2001-01-01,15-19,12.0
Perak,2001-01-01,20-24,106.0
Perak,2001-01-01,25-29,219.0
Perak,2001-01-01,30-34,165.0
Perak,2001-01-01,35-39,92.0
Perak,2001-01-01,40-44,28.0
Perak,2001-01-01,45-49,3.0
Perak,2001-01-01,tfr,3.13
Perak,2002-01-01,15-19,12.0
Perak,2002-01-01,20-24,95.0
Perak,2002-01-01,25-29,213.0
Perak,2002-01-01,30-34,163.0
Perak,2002-01-01,35-39,87.0
Perak,2002-01-01,40-44,26.0
Perak,2002-01-01,45-49,2.0
Perak,2002-01-01,tfr,3.0
Perak,2003-01-01,15-19,11.0
Perak,2003-01-01,20-24,85.0
Perak,2003-01-01,25-29,197.0
Perak,2003-01-01,30-34,156.0
Perak,2003-01-01,35-39,83.0
Perak,2003-01-01,40-44,24.0
Perak,2003-01-01,45-49,2.0
Perak,2003-01-01,tfr,2.79
Perak,2004-01-01,15-19,11.0
Perak,2004-01-01,20-24,81.0
Perak,2004-01-01,25-29,186.0
Perak,2004-01-01,30-34,158.0
Perak,2004-01-01,35-39,80.0
Perak,2004-01-01,40-44,24.0
Perak,2004-01-01,45-49,2.0
Perak,2004-01-01,tfr,2.7
Perak,2005-01-01,15-19,10.0
Perak,2005-01-01,20-24,74.0
Perak,2005-01-01,25-29,176.0
Perak,2005-01-01,30-34,151.0
Perak,2005-01-01,35-39,76.0
Perak,2005-01-01,40-44,22.0
Perak,2005-01-01,45-49,2.0
Perak,2005-01-01,tfr,2.56
Perak,2006-01-01,15-19,10.0
Perak,2006-01-01,20-24,73.0
Perak,2006-01-01,25-29,170.0
Perak,2006-01-01,30-34,149.0
Perak,2006-01-01,35-39,74.0
Perak,2006-01-01,40-44,20.0
Perak,2006-01-01,45-49,2.0
Perak,2006-01-01,tfr,2.49
Perak,2007-01-01,15-19,9.0
Perak,2007-01-01,20-24,72.0
Perak,2007-01-01,25-29,170.0
Perak,2007-01-01,30-34,146.0
Perak,2007-01-01,35-39,71.0
Perak,2007-01-01,40-44,19.0
Perak,2007-01-01,45-49,2.0
Perak,2007-01-01,tfr,2.44
Perak,2008-01-01,15-19,10.0
Perak,2008-01-01,20-24,69.0
Perak,2008-01-01,25-29,172.0
Perak,2008-01-01,30-34,147.0
Perak,2008-01-01,35-39,73.0
Perak,2008-01-01,40-44,19.0
Perak,2008-01-01,45-49,1.0
Perak,2008-01-01,tfr,2.45
Perak,2009-01-01,15-19,10.0
Perak,2009-01-01,20-24,66.0
Perak,2009-01-01,25-29,176.0
Perak,2009-01-01,30-34,144.0
Perak,2009-01-01,35-39,72.0
Perak,2009-01-01,40-44,18.0
Perak,2009-01-01,45-49,1.0
Perak,2009-01-01,tfr,2.44
Perak,2010-01-01,15-19,9.0
Perak,2010-01-01,20-24,60.0
Perak,2010-01-01,25-29,175.0
Perak,2010-01-01,30-34,137.0
Perak,2010-01-01,35-39,70.0
Perak,2010-01-01,40-44,17.0
Perak,2010-01-01,45-49,1.0
Perak,2010-01-01,tfr,2.34
Perak,2011-01-01,15-19,9.0
Perak,2011-01-01,20-24,56.0
Perak,2011-01-01,25-29,171.0
Perak,2011-01-01,30-34,150.0
Perak,2011-01-01,35-39,75.0
Perak,2011-01-01,40-44,17.0
Perak,2011-01-01,45-49,1.0
Perak,2011-01-01,tfr,2.39
Perak,2012-01-01,15-19,9.0
Perak,2012-01-01,20-24,51.0
Perak,2012-01-01,25-29,163.0
Perak,2012-01-01,30-34,157.0
Perak,2012-01-01,35-39,70.0
Perak,2012-01-01,40-44,18.0
Perak,2012-01-01,45-49,1.0
Perak,2012-01-01,tfr,2.35
Perak,2013-01-01,15-19,8.0
Perak,2013-01-01,20-24,45.0
Perak,2013-01-01,25-29,144.0
Perak,2013-01-01,30-34,148.0
Perak,2013-01-01,35-39,69.0
Perak,2013-01-01,40-44,17.0
Perak,2013-01-01,45-49,1.0
Perak,2013-01-01,tfr,2.16
Perak,2014-01-01,15-19,8.0
Perak,2014-01-01,20-24,43.0
Perak,2014-01-01,25-29,143.0
Perak,2014-01-01,30-34,153.0
Perak,2014-01-01,35-39,72.0
Perak,2014-01-01,40-44,17.0
Perak,2014-01-01,45-49,1.0
Perak,2014-01-01,tfr,2.19
Perak,2015-01-01,15-19,8.0
Perak,2015-01-01,20-24,42.0
Perak,2015-01-01,25-29,133.0
Perak,2015-01-01,30-34,150.0
Perak,2015-01-01,35-39,75.0
Perak,2015-01-01,40-44,18.0
Perak,2015-01-01,45-49,1.0
Perak,2015-01-01,tfr,2.13
Perak,2016-01-01,15-19,7.0
Perak,2016-01-01,20-24,40.0
Perak,2016-01-01,25-29,124.0
Perak,2016-01-01,30-34,144.0
Perak,2016-01-01,35-39,76.0
Perak,2016-01-01,40-44,17.0
Perak,2016-01-01,45-49,1.0
Perak,2016-01-01,tfr,2.04
Perak,2017-01-01,15-19,6.0
Perak,2017-01-01,20-24,38.0
Perak,2017-01-01,25-29,115.0
Perak,2017-01-01,30-34,136.0
Perak,2017-01-01,35-39,76.0
Perak,2017-01-01,40-44,17.0
Perak,2017-01-01,45-49,1.0
Perak,2017-01-01,tfr,1.95
Perak,2018-01-01,15-19,6.16
Perak,2018-01-01,20-24,34.49
Perak,2018-01-01,25-29,101.75
Perak,2018-01-01,30-34,131.64
Perak,2018-01-01,35-39,77.9
Perak,2018-01-01,40-44,17.96
Perak,2018-01-01,45-49,1.01
Perak,2018-01-01,tfr,1.85
Perak,2019-01-01,15-19,5.72
Perak,2019-01-01,20-24,33.18
Perak,2019-01-01,25-29,93.95
Perak,2019-01-01,30-34,120.09
Perak,2019-01-01,35-39,79.08
Perak,2019-01-01,40-44,19.14
Perak,2019-01-01,45-49,1.41
Perak,2019-01-01,tfr,1.76
Perak,2020-01-01,15-19,4.94
Perak,2020-01-01,20-24,31.0
Perak,2020-01-01,25-29,85.8
Perak,2020-01-01,30-34,112.52
Perak,2020-01-01,35-39,76.9
Perak,2020-01-01,40-44,19.57
Perak,2020-01-01,45-49,1.17
Perak,2020-01-01,tfr,1.66
Perak,2021-01-01,15-19,4.47
Perak,2021-01-01,20-24,34.8
Perak,2021-01-01,25-29,119.89
Perak,2021-01-01,30-34,120.31
Perak,2021-01-01,35-39,64.45
Perak,2021-01-01,40-44,16.8
Perak,2021-01-01,45-49,1.0
Perak,2021-01-01,tfr,1.81
Perak,2022-01-01,15-19,4.0
Perak,2022-01-01,20-24,34.0
Perak,2022-01-01,25-29,115.0
Perak,2022-01-01,30-34,113.0
Perak,2022-01-01,35-39,61.0
Perak,2022-01-01,40-44,15.0
Perak,2022-01-01,45-49,1.0
Perak,2022-01-01,tfr,1.72
Perak,2023-01-01,15-19,5.0
Perak,2023-01-01,20-24,33.0
Perak,2023-01-01,25-29,110.0
Perak,2023-01-01,30-34,122.0
Perak,2023-01-01,35-39,66.0
Perak,2023-01-01,40-44,16.0
Perak,2023-01-01,45-49,1.0
Perak,2023-01-01,tfr,1.76
Perak,2024-01-01,15-19,5.0
Perak,2024-01-01,20-24,28.0
Perak,2024-01-01,25-29,90.0
Perak,2024-01-01,30-34,108.0
Perak,2024-01-01,35-39,61.0
Perak,2024-01-01,40-44,16.0
Perak,2024-01-01,45-49,1.0
Perak,2024-01-01,tfr,1.5
Perlis,2001-01-01,15-19,13.0
Perlis,2001-01-01,20-24,111.0
Perlis,2001-01-01,25-29,212.0
Perlis,2001-01-01,30-34,156.0
Perlis,2001-01-01,35-39,106.0
Perlis,2001-01-01,40-44,37.0
Perlis,2001-01-01,45-49,3.0
Perlis,2001-01-01,tfr,3.2
Perlis,2002-01-01,15-19,13.0
Perlis,2002-01-01,20-24,95.0
Perlis,2002-01-01,25-29,208.0
