state,date,age_group,fertility_rate
Sarawak,2012-01-01,30-34,118.0
Sarawak,2012-01-01,35-39,63.0
Sarawak,2012-01-01,40-44,19.0
Sarawak,2012-01-01,45-49,2.0
Sarawak,2012-01-01,tfr,2.16
Sarawak,2013-01-01,15-19,30.0
Sarawak,2013-01-01,20-24,70.0
Sarawak,2013-01-01,25-29,105.0
Sarawak,2013-01-01,30-34,107.0
Sarawak,2013-01-01,35-39,59.0
Sarawak,2013-01-01,40-44,17.0
Sarawak,2013-01-01,45-49,1.0
Sarawak,2013-01-01,tfr,1.95
Sarawak,2014-01-01,15-19,30.0
Sarawak,2014-01-01,20-24,70.0
Sarawak,2014-01-01,25-29,104.0
Sarawak,2014-01-01,30-34,108.0
Sarawak,2014-01-01,35-39,61.0
Sarawak,2014-01-01,40-44,17.0
Sarawak,2014-01-01,45-49,2.0
Sarawak,2014-01-01,tfr,1.96
Sarawak,2015-01-01,15-19,27.0
Sarawak,2015-01-01,20-24,65.0
Sarawak,2015-01-01,25-29,99.0
Sarawak,2015-01-01,30-34,103.0
Sarawak,2015-01-01,35-39,61.0
Sarawak,2015-01-01,40-44,16.0
Sarawak,2015-01-01,45-49,1.0
Sarawak,2015-01-01,tfr,1.86
Sarawak,2016-01-01,15-19,21.0
Sarawak,2016-01-01,20-24,61.0
Sarawak,2016-01-01,25-29,93.0
Sarawak,2016-01-01,30-34,97.0
Sarawak,2016-01-01,35-39,60.0
Sarawak,2016-01-01,40-44,16.0
Sarawak,2016-01-01,45-49,1.0
Sarawak,2016-01-01,tfr,1.74
Sarawak,2017-01-01,15-19,18.0
Sarawak,2017-01-01,20-24,58.0
Sarawak,2017-01-01,25-29,91.0
Sarawak,2017-01-01,30-34,95.0
Sarawak,2017-01-01,35-39,59.0
Sarawak,2017-01-01,40-44,15.0
Sarawak,2017-01-01,45-49,1.0
Sarawak,2017-01-01,tfr,1.69
Sarawak,2018-01-01,15-19,16.65
Sarawak,2018-01-01,20-24,55.01
Sarawak,2018-01-01,25-29,83.75
Sarawak,2018-01-01,30-34,93.24
Sarawak,2018-01-01,35-39,58.03
Sarawak,2018-01-01,40-44,16.77
Sarawak,2018-01-01,45-49,1.11
Sarawak,2018-01-01,tfr,1.62
Sarawak,2019-01-01,15-19,16.08
Sarawak,2019-01-01,20-24,52.57
Sarawak,2019-01-01,25-29,83.74
Sarawak,2019-01-01,30-34,90.51
Sarawak,2019-01-01,35-39,57.54
Sarawak,2019-01-01,40-44,16.86
Sarawak,2019-01-01,45-49,1.11
Sarawak,2019-01-01,tfr,1.59
Sarawak,2020-01-01,15-19,14.24
Sarawak,2020-01-01,20-24,50.13
Sarawak,2020-01-01,25-29,80.94
Sarawak,2020-01-01,30-34,87.59
Sarawak,2020-01-01,35-39,54.93
Sarawak,2020-01-01,40-44,16.7
Sarawak,2020-01-01,45-49,1.19
Sarawak,2020-01-01,tfr,1.53
Sarawak,2021-01-01,15-19,14.18
Sarawak,2021-01-01,20-24,53.59
Sarawak,2021-01-01,25-29,89.37
Sarawak,2021-01-01,30-34,90.17
Sarawak,2021-01-01,35-39,53.23
Sarawak,2021-01-01,40-44,16.07
Sarawak,2021-01-01,45-49,0.98
Sarawak,2021-01-01,tfr,1.59
Sarawak,2022-01-01,15-19,13.0
Sarawak,2022-01-01,20-24,53.0
Sarawak,2022-01-01,25-29,91.0
Sarawak,2022-01-01,30-34,88.0
Sarawak,2022-01-01,35-39,52.0
Sarawak,2022-01-01,40-44,15.0
Sarawak,2022-01-01,45-49,1.0
Sarawak,2022-01-01,tfr,1.56
Sarawak,2023-01-01,15-19,13.0
Sarawak,2023-01-01,20-24,54.0
Sarawak,2023-01-01,25-29,99.0
Sarawak,2023-01-01,30-34,96.0
Sarawak,2023-01-01,35-39,58.0
Sarawak,2023-01-01,40-44,16.0
Sarawak,2023-01-01,45-49,1.0
Sarawak,2023-01-01,tfr,1.69
Sarawak,2024-01-01,15-19,12.0
Sarawak,2024-01-01,20-24,46.0
Sarawak,2024-01-01,25-29,86.0
Sarawak,2024-01-01,30-34,86.0
Sarawak,2024-01-01,35-39,54.0
Sarawak,2024-01-01,40-44,14.0
Sarawak,2024-01-01,45-49,1.0
Sarawak,2024-01-01,tfr,1.5
Selangor,2001-01-01,15-19,8.0
Selangor,2001-01-01,20-24,63.0
Selangor,2001-01-01,25-29,141.0
Selangor,2001-01-01,30-34,133.0
Selangor,2001-01-01,35-39,78.0
Selangor,2001-01-01,40-44,23.0
Selangor,2001-01-01,45-49,3.0
Selangor,2001-01-01,tfr,2.24
Selangor,2002-01-01,15-19,8.0
Selangor,2002-01-01,20-24,61.0
Selangor,2002-01-01,25-29,143.0
Selangor,2002-01-01,30-34,138.0
Selangor,2002-01-01,35-39,77.0
Selangor,2002-01-01,40-44,22.0
Selangor,2002-01-01,45-49,2.0
Selangor,2002-01-01,tfr,2.25
Selangor,2003-01-01,15-19,8.0
Selangor,2003-01-01,20-24,58.0
Selangor,2003-01-01,25-29,142.0
Selangor,2003-01-01,30-34,134.0
Selangor,2003-01-01,35-39,77.0
Selangor,2003-01-01,40-44,22.0
Selangor,2003-01-01,45-49,2.0
Selangor,2003-01-01,tfr,2.22
Selangor,2004-01-01,15-19,8.0
Selangor,2004-01-01,20-24,56.0
Selangor,2004-01-01,25-29,146.0
Selangor,2004-01-01,30-34,136.0
Selangor,2004-01-01,35-39,79.0
Selangor,2004-01-01,40-44,23.0
Selangor,2004-01-01,45-49,3.0
Selangor,2004-01-01,tfr,2.24
Selangor,2005-01-01,15-19,7.0
Selangor,2005-01-01,20-24,51.0
Selangor,2005-01-01,25-29,140.0
Selangor,2005-01-01,30-34,134.0
Selangor,2005-01-01,35-39,78.0
Selangor,2005-01-01,40-44,21.0
Selangor,2005-01-01,45-49,2.0
Selangor,2005-01-01,tfr,2.16
Selangor,2006-01-01,15-19,7.0
Selangor,2006-01-01,20-24,48.0
Selangor,2006-01-01,25-29,138.0
Selangor,2006-01-01,30-34,136.0
Selangor,2006-01-01,35-39,77.0
Selangor,2006-01-01,40-44,21.0
Selangor,2006-01-01,45-49,2.0
Selangor,2006-01-01,tfr,2.15
Selangor,2007-01-01,15-19,7.0
Selangor,2007-01-01,20-24,44.0
Selangor,2007-01-01,25-29,134.0
Selangor,2007-01-01,30-34,138.0
Selangor,2007-01-01,35-39,78.0
Selangor,2007-01-01,40-44,21.0
Selangor,2007-01-01,45-49,2.0
Selangor,2007-01-01,tfr,2.12
Selangor,2008-01-01,15-19,8.0
Selangor,2008-01-01,20-24,43.0
Selangor,2008-01-01,25-29,128.0
Selangor,2008-01-01,30-34,141.0
Selangor,2008-01-01,35-39,78.0
Selangor,2008-01-01,40-44,21.0
Selangor,2008-01-01,45-49,2.0
Selangor,2008-01-01,tfr,2.1
Selangor,2009-01-01,15-19,9.0
Selangor,2009-01-01,20-24,40.0
Selangor,2009-01-01,25-29,121.0
Selangor,2009-01-01,30-34,141.0
Selangor,2009-01-01,35-39,78.0
Selangor,2009-01-01,40-44,21.0
Selangor,2009-01-01,45-49,2.0
Selangor,2009-01-01,tfr,2.06
Selangor,2010-01-01,15-19,9.0
Selangor,2010-01-01,20-24,37.0
Selangor,2010-01-01,25-29,109.0
Selangor,2010-01-01,30-34,132.0
Selangor,2010-01-01,35-39,74.0
Selangor,2010-01-01,40-44,20.0
Selangor,2010-01-01,45-49,2.0
Selangor,2010-01-01,tfr,1.91
Selangor,2011-01-01,15-19,10.0
Selangor,2011-01-01,20-24,38.0
Selangor,2011-01-01,25-29,110.0
Selangor,2011-01-01,30-34,135.0
Selangor,2011-01-01,35-39,77.0
Selangor,2011-01-01,40-44,21.0
Selangor,2011-01-01,45-49,2.0
Selangor,2011-01-01,tfr,1.96
Selangor,2012-01-01,15-19,10.0
Selangor,2012-01-01,20-24,39.0
Selangor,2012-01-01,25-29,111.0
Selangor,2012-01-01,30-34,136.0
Selangor,2012-01-01,35-39,81.0
Selangor,2012-01-01,40-44,21.0
Selangor,2012-01-01,45-49,2.0
Selangor,2012-01-01,tfr,2.0
Selangor,2013-01-01,15-19,9.0
Selangor,2013-01-01,20-24,36.0
Selangor,2013-01-01,25-29,103.0
Selangor,2013-01-01,30-34,119.0
Selangor,2013-01-01,35-39,76.0
Selangor,2013-01-01,40-44,20.0
Selangor,2013-01-01,45-49,2.0
Selangor,2013-01-01,tfr,1.82
Selangor,2014-01-01,15-19,9.0
Selangor,2014-01-01,20-24,38.0
Selangor,2014-01-01,25-29,103.0
Selangor,2014-01-01,30-34,121.0
Selangor,2014-01-01,35-39,80.0
Selangor,2014-01-01,40-44,20.0
Selangor,2014-01-01,45-49,1.0
Selangor,2014-01-01,tfr,1.86
Selangor,2015-01-01,15-19,8.0
Selangor,2015-01-01,20-24,39.0
Selangor,2015-01-01,25-29,100.0
Selangor,2015-01-01,30-34,116.0
Selangor,2015-01-01,35-39,79.0
Selangor,2015-01-01,40-44,20.0
Selangor,2015-01-01,45-49,2.0
Selangor,2015-01-01,tfr,1.81
Selangor,2016-01-01,15-19,7.0
Selangor,2016-01-01,20-24,39.0
Selangor,2016-01-01,25-29,94.0
Selangor,2016-01-01,30-34,109.0
Selangor,2016-01-01,35-39,75.0
Selangor,2016-01-01,40-44,20.0
Selangor,2016-01-01,45-49,1.0
Selangor,2016-01-01,tfr,1.73
Selangor,2017-01-01,15-19,6.0
Selangor,2017-01-01,20-24,39.0
Selangor,2017-01-01,25-29,96.0
Selangor,2017-01-01,30-34,105.0
Selangor,2017-01-01,35-39,72.0
Selangor,2017-01-01,40-44,20.0
Selangor,2017-01-01,45-49,1.0
Selangor,2017-01-01,tfr,1.7
Selangor,2018-01-01,15-19,6.02
Selangor,2018-01-01,20-24,38.29
Selangor,2018-01-01,25-29,96.97
Selangor,2018-01-01,30-34,101.88
Selangor,2018-01-01,35-39,68.39
Selangor,2018-01-01,40-44,20.76
Selangor,2018-01-01,45-49,1.24
Selangor,2018-01-01,tfr,1.67
Selangor,2019-01-01,15-19,5.43
Selangor,2019-01-01,20-24,34.91
Selangor,2019-01-01,25-29,96.35
Selangor,2019-01-01,30-34,94.33
Selangor,2019-01-01,35-39,62.39
Selangor,2019-01-01,40-44,19.78
Selangor,2019-01-01,45-49,1.47
Selangor,2019-01-01,tfr,1.57
Selangor,2020-01-01,15-19,5.19
Selangor,2020-01-01,20-24,33.37
Selangor,2020-01-01,25-29,99.88
Selangor,2020-01-01,30-34,93.01
Selangor,2020-01-01,35-39,60.95
Selangor,2020-01-01,40-44,19.65
Selangor,2020-01-01,45-49,1.46
Selangor,2020-01-01,tfr,1.57
Selangor,2021-01-01,15-19,3.64
Selangor,2021-01-01,20-24,31.04
Selangor,2021-01-01,25-29,103.12
Selangor,2021-01-01,30-34,90.76
Selangor,2021-01-01,35-39,58.84
Selangor,2021-01-01,40-44,18.55
Selangor,2021-01-01,45-49,1.32
Selangor,2021-01-01,tfr,1.54
Selangor,2022-01-01,15-19,3.0
Selangor,2022-01-01,20-24,30.0
Selangor,2022-01-01,25-29,103.0
Selangor,2022-01-01,30-34,86.0
Selangor,2022-01-01,35-39,52.0
Selangor,2022-01-01,40-44,16.0
Selangor,2022-01-01,45-49,1.0
Selangor,2022-01-01,tfr,1.46
Selangor,2023-01-01,15-19,5.0
Selangor,2023-01-01,20-24,32.0
Selangor,2023-01-01,25-29,109.0
Selangor,2023-01-01,30-34,99.0
Selangor,2023-01-01,35-39,55.0
Selangor,2023-01-01,40-44,17.0
Selangor,2023-01-01,45-49,1.0
Selangor,2023-01-01,tfr,1.59
Selangor,2024-01-01,15-19,5.0
Selangor,2024-01-01,20-24,28.0
Selangor,2024-01-01,25-29,96.0
Selangor,2024-01-01,30-34,100.0
Selangor,2024-01-01,35-39,51.0
Selangor,2024-01-01,40-44,15.0
Selangor,2024-01-01,45-49,1.0
Selangor,2024-01-01,tfr,1.5
Terengganu,2001-01-01,15-19,11.0
Terengganu,2001-01-01,20-24,123.0
Terengganu,2001-01-01,25-29,269.0
Terengganu,2001-01-01,30-34,205.0
Terengganu,2001-01-01,35-39,147.0
Terengganu,2001-01-01,40-44,68.0
Terengganu,2001-01-01,45-49,9.0
Terengganu,2001-01-01,tfr,4.16
Terengganu,2002-01-01,15-19,10.0
Terengganu,2002-01-01,20-24,104.0
Terengganu,2002-01-01,25-29,254.0
Terengganu,2002-01-01,30-34,207.0
Terengganu,2002-01-01,35-39,140.0
Terengganu,2002-01-01,40-44,63.0
Terengganu,2002-01-01,45-49,7.0
Terengganu,2002-01-01,tfr,3.93
Terengganu,2003-01-01,15-19,10.0
Terengganu,2003-01-01,20-24,93.0
Terengganu,2003-01-01,25-29,235.0
Terengganu,2003-01-01,30-34,203.0
Terengganu,2003-01-01,35-39,134.0
Terengganu,2003-01-01,40-44,55.0
Terengganu,2003-01-01,45-49,8.0
Terengganu,2003-01-01,tfr,3.68
Terengganu,2004-01-01,15-19,10.0
Terengganu,2004-01-01,20-24,89.0
Terengganu,2004-01-01,25-29,233.0
Terengganu,2004-01-01,30-34,199.0
Terengganu,2004-01-01,35-39,134.0
Terengganu,2004-01-01,40-44,58.0
Terengganu,2004-01-01,45-49,7.0
Terengganu,2004-01-01,tfr,3.64
Terengganu,2005-01-01,15-19,9.0
Terengganu,2005-01-01,20-24,87.0
Terengganu,2005-01-01,25-29,214.0
Terengganu,2005-01-01,30-34,200.0
Terengganu,2005-01-01,35-39,126.0
Terengganu,2005-01-01,40-44,52.0
Terengganu,2005-01-01,45-49,5.0
Terengganu,2005-01-01,tfr,3.46
Terengganu,2006-01-01,15-19,10.0
Terengganu,2006-01-01,20-24,84.0
Terengganu,2006-01-01,25-29,210.0
Terengganu,2006-01-01,30-34,193.0
Terengganu,2006-01-01,35-39,125.0
Terengganu,2006-01-01,40-44,48.0
Terengganu,2006-01-01,45-49,6.0
Terengganu,2006-01-01,tfr,3.38
Terengganu,2007-01-01,15-19,10.0
Terengganu,2007-01-01,20-24,84.0
Terengganu,2007-01-01,25-29,204.0
Terengganu,2007-01-01,30-34,197.0
Terengganu,2007-01-01,35-39,127.0
Terengganu,2007-01-01,40-44,50.0
Terengganu,2007-01-01,45-49,4.0
Terengganu,2007-01-01,tfr,3.38
Terengganu,2008-01-01,15-19,12.0
Terengganu,2008-01-01,20-24,89.0
Terengganu,2008-01-01,25-29,214.0
Terengganu,2008-01-01,30-34,194.0
Terengganu,2008-01-01,35-39,128.0
Terengganu,2008-01-01,40-44,48.0
Terengganu,2008-01-01,45-49,5.0
Terengganu,2008-01-01,tfr,3.44
Terengganu,2009-01-01,15-19,13.0
Terengganu,2009-01-01,20-24,87.0
Terengganu,2009-01-01,25-29,227.0
Terengganu,2009-01-01,30-34,192.0
Terengganu,2009-01-01,35-39,124.0
Terengganu,2009-01-01,40-44,45.0
Terengganu,2009-01-01,45-49,5.0
Terengganu,2009-01-01,tfr,3.46
Terengganu,2010-01-01,15-19,12.0
Terengganu,2010-01-01,20-24,81.0
Terengganu,2010-01-01,25-29,238.0
Terengganu,2010-01-01,30-34,196.0
Terengganu,2010-01-01,35-39,122.0
Terengganu,2010-01-01,40-44,43.0
Terengganu,2010-01-01,45-49,4.0
Terengganu,2010-01-01,tfr,3.48
Terengganu,2011-01-01,15-19,11.0
Terengganu,2011-01-01,20-24,76.0
Terengganu,2011-01-01,25-29,229.0
Terengganu,2011-01-01,30-34,201.0
Terengganu,2011-01-01,35-39,127.0
Terengganu,2011-01-01,40-44,42.0
Terengganu,2011-01-01,45-49,4.0
Terengganu,2011-01-01,tfr,3.46
Terengganu,2012-01-01,15-19,12.0
Terengganu,2012-01-01,20-24,72.0
Terengganu,2012-01-01,25-29,227.0
Terengganu,2012-01-01,30-34,206.0
Terengganu,2012-01-01,35-39,132.0
Terengganu,2012-01-01,40-44,45.0
Terengganu,2012-01-01,45-49,4.0
Terengganu,2012-01-01,tfr,3.49
Terengganu,2013-01-01,15-19,11.0
Terengganu,2013-01-01,20-24,69.0
Terengganu,2013-01-01,25-29,214.0
Terengganu,2013-01-01,30-34,205.0
Terengganu,2013-01-01,35-39,121.0
Terengganu,2013-01-01,40-44,40.0
Terengganu,2013-01-01,45-49,4.0
Terengganu,2013-01-01,tfr,3.32
Terengganu,2014-01-01,15-19,11.0
Terengganu,2014-01-01,20-24,68.0
Terengganu,2014-01-01,25-29,212.0
Terengganu,2014-01-01,30-34,217.0
Terengganu,2014-01-01,35-39,124.0
Terengganu,2014-01-01,40-44,40.0
Terengganu,2014-01-01,45-49,3.0
Terengganu,2014-01-01,tfr,3.38
Terengganu,2015-01-01,15-19,10.0
Terengganu,2015-01-01,20-24,68.0
Terengganu,2015-01-01,25-29,208.0
Terengganu,2015-01-01,30-34,217.0
Terengganu,2015-01-01,35-39,127.0
Terengganu,2015-01-01,40-44,41.0
Terengganu,2015-01-01,45-49,3.0
Terengganu,2015-01-01,tfr,3.36
Terengganu,2016-01-01,15-19,10.0
Terengganu,2016-01-01,20-24,62.0
Terengganu,2016-01-01,25-29,193.0
Terengganu,2016-01-01,30-34,215.0
Terengganu,2016-01-01,35-39,126.0
Terengganu,2016-01-01,40-44,38.0
Terengganu,2016-01-01,45-49,4.0
Terengganu,2016-01-01,tfr,3.24
Terengganu,2017-01-01,15-19,9.0
Terengganu,2017-01-01,20-24,64.0
Terengganu,2017-01-01,25-29,180.0
Terengganu,2017-01-01,30-34,208.0
Terengganu,2017-01-01,35-39,128.0
Terengganu,2017-01-01,40-44,40.0
Terengganu,2017-01-01,45-49,3.0
Terengganu,2017-01-01,tfr,3.16
Terengganu,2018-01-01,15-19,7.31
Terengganu,2018-01-01,20-24,60.43
Terengganu,2018-01-01,25-29,174.28
Terengganu,2018-01-01,30-34,203.36
Terengganu,2018-01-01,35-39,132.79
Terengganu,2018-01-01,40-44,41.22
Terengganu,2018-01-01,45-49,3.29
Terengganu,2018-01-01,tfr,3.11
Terengganu,2019-01-01,15-19,6.4
Terengganu,2019-01-01,20-24,58.23
Terengganu,2019-01-01,25-29,159.36
Terengganu,2019-01-01,30-34,181.06
Terengganu,2019-01-01,35-39,132.56
Terengganu,2019-01-01,40-44,40.45
Terengganu,2019-01-01,45-49,2.85
Terengganu,2019-01-01,tfr,2.9
Terengganu,2020-01-01,15-19,6.5
Terengganu,2020-01-01,20-24,56.26
Terengganu,2020-01-01,25-29,153.1
Terengganu,2020-01-01,30-34,175.94
Terengganu,2020-01-01,35-39,136.89
Terengganu,2020-01-01,40-44,40.3
Terengganu,2020-01-01,45-49,2.92
Terengganu,2020-01-01,tfr,2.86
Terengganu,2021-01-01,15-19,6.46
Terengganu,2021-01-01,20-24,59.57
Terengganu,2021-01-01,25-29,200.06
Terengganu,2021-01-01,30-34,189.07
Terengganu,2021-01-01,35-39,114.87
Terengganu,2021-01-01,40-44,34.72
Terengganu,2021-01-01,45-49,3.28
Terengganu,2021-01-01,tfr,3.04
Terengganu,2022-01-01,15-19,6.0
Terengganu,2022-01-01,20-24,57.0
Terengganu,2022-01-01,25-29,190.0
Terengganu,2022-01-01,30-34,180.0
Terengganu,2022-01-01,35-39,105.0
Terengganu,2022-01-01,40-44,34.0
Terengganu,2022-01-01,45-49,3.0
Terengganu,2022-01-01,tfr,2.88
Terengganu,2023-01-01,15-19,9.0
Terengganu,2023-01-01,20-24,54.0
Terengganu,2023-01-01,25-29,180.0
Terengganu,2023-01-01,30-34,187.0
Terengganu,2023-01-01,35-39,117.0
Terengganu,2023-01-01,40-44,33.0
Terengganu,2023-01-01,45-49,2.0
Terengganu,2023-01-01,tfr,2.91
Terengganu,2024-01-01,15-19,8.0
Terengganu,2024-01-01,20-24,48.0
Terengganu,2024-01-01,25-29,149.0
Terengganu,2024-01-01,30-34,167.0
Terengganu,2024-01-01,35-39,110.0
Terengganu,2024-01-01,40-44,33.0
Terengganu,2024-01-01,45-49,2.0
Terengganu,2024-01-01,tfr,2.6
W.P. Kuala Lumpur,2001-01-01,15-19,9.0
W.P. Kuala Lumpur,2001-01-01,20-24,50.0
W.P. Kuala Lumpur,2001-01-01,25-29,115.0
W.P. Kuala Lumpur,2001-01-01,30-34,125.0
W.P. Kuala Lumpur,2001-01-01,35-39,75.0
W.P. Kuala Lumpur,2001-01-01,40-44,22.0
W.P. Kuala Lumpur,2001-01-01,45-49,3.0
W.P. Kuala Lumpur,2001-01-01,tfr,1.99
W.P. Kuala Lumpur,2002-01-01,15-19,8.0
W.P. Kuala Lumpur,2002-01-01,20-24,50.0
W.P. Kuala Lumpur,2002-01-01,25-29,111.0
W.P. Kuala Lumpur,2002-01-01,30-34,115.0
W.P. Kuala Lumpur,2002-01-01,35-39,70.0
W.P. Kuala Lumpur,2002-01-01,40-44,20.0
W.P. Kuala Lumpur,2002-01-01,45-49,2.0
W.P. Kuala Lumpur,2002-01-01,tfr,1.87
W.P. Kuala Lumpur,2003-01-01,15-19,7.0
W.P. Kuala Lumpur,2003-01-01,20-24,47.0
W.P. Kuala Lumpur,2003-01-01,25-29,108.0
W.P. Kuala Lumpur,2003-01-01,30-34,111.0
W.P. Kuala Lumpur,2003-01-01,35-39,67.0
W.P. Kuala Lumpur,2003-01-01,40-44,19.0
W.P. Kuala Lumpur,2003-01-01,45-49,2.0
W.P. Kuala Lumpur,2003-01-01,tfr,1.8
W.P. Kuala Lumpur,2004-01-01,15-19,7.0
W.P. Kuala Lumpur,2004-01-01,20-24,46.0
W.P. Kuala Lumpur,2004-01-01,25-29,110.0
W.P. Kuala Lumpur,2004-01-01,30-34,106.0
W.P. Kuala Lumpur,2004-01-01,35-39,62.0
W.P. Kuala Lumpur,2004-01-01,40-44,19.0
W.P. Kuala Lumpur,2004-01-01,45-49,3.0
W.P. Kuala Lumpur,2004-01-01,tfr,1.77
W.P. Kuala Lumpur,2005-01-01,15-19,6.0
W.P. Kuala Lumpur,2005-01-01,20-24,42.0
W.P. Kuala Lumpur,2005-01-01,25-29,104.0
W.P. Kuala Lumpur,2005-01-01,30-34,103.0
W.P. Kuala Lumpur,2005-01-01,35-39,56.0
W.P. Kuala Lumpur,2005-01-01,40-44,17.0
W.P. Kuala Lumpur,2005-01-01,45-49,2.0
W.P. Kuala Lumpur,2005-01-01,tfr,1.65
W.P. Kuala Lumpur,2006-01-01,15-19,6.0
W.P. Kuala Lumpur,2006-01-01,20-24,41.0
W.P. Kuala Lumpur,2006-01-01,25-29,105.0
W.P. Kuala Lumpur,2006-01-01,30-34,106.0
W.P. Kuala Lumpur,2006-01-01,35-39,56.0
W.P. Kuala Lumpur,2006-01-01,40-44,17.0
W.P. Kuala Lumpur,2006-01-01,45-49,2.0
W.P. Kuala Lumpur,2006-01-01,tfr,1.67
W.P. Kuala Lumpur,2007-01-01,15-19,6.0
W.P. Kuala Lumpur,2007-01-01,20-24,39.0
W.P. Kuala Lumpur,2007-01-01,25-29,108.0
W.P. Kuala Lumpur,2007-01-01,30-34,112.0
W.P. Kuala Lumpur,2007-01-01,35-39,57.0
W.P. Kuala Lumpur,2007-01-01,40-44,16.0
W.P. Kuala Lumpur,2007-01-01,45-49,2.0
W.P. Kuala Lumpur,2007-01-01,tfr,1.7
W.P. Kuala Lumpur,2008-01-01,15-19,6.0
W.P. Kuala Lumpur,2008-01-01,20-24,38.0
W.P. Kuala Lumpur,2008-01-01,25-29,102.0
W.P. Kuala Lumpur,2008-01-01,30-34,113.0
W.P. Kuala Lumpur,2008-01-01,35-39,60.0
W.P. Kuala Lumpur,2008-01-01,40-44,15.0
W.P. Kuala Lumpur,2008-01-01,45-49,2.0
W.P. Kuala Lumpur,2008-01-01,tfr,1.68
W.P. Kuala Lumpur,2009-01-01,15-19,7.0
W.P. Kuala Lumpur,2009-01-01,20-24,38.0
W.P. Kuala Lumpur,2009-01-01,25-29,97.0
W.P. Kuala Lumpur,2009-01-01,30-34,114.0
W.P. Kuala Lumpur,2009-01-01,35-39,64.0
W.P. Kuala Lumpur,2009-01-01,40-44,14.0
W.P. Kuala Lumpur,2009-01-01,45-49,2.0
W.P. Kuala Lumpur,2009-01-01,tfr,1.68
W.P. Kuala Lumpur,2010-01-01,15-19,7.0
W.P. Kuala Lumpur,2010-01-01,20-24,34.0
W.P. Kuala Lumpur,2010-01-01,25-29,86.0
W.P. Kuala Lumpur,2010-01-01,30-34,106.0
W.P. Kuala Lumpur,2010-01-01,35-39,62.0
W.P. Kuala Lumpur,2010-01-01,40-44,13.0
W.P. Kuala Lumpur,2010-01-01,45-49,2.0
W.P. Kuala Lumpur,2010-01-01,tfr,1.55
W.P. Kuala Lumpur,2011-01-01,15-19,7.0
W.P. Kuala Lumpur,2011-01-01,20-24,34.0
W.P. Kuala Lumpur,2011-01-01,25-29,91.0
W.P. Kuala Lumpur,2011-01-01,30-34,105.0
W.P. Kuala Lumpur,2011-01-01,35-39,65.0
W.P. Kuala Lumpur,2011-01-01,40-44,13.0
W.P. Kuala Lumpur,2011-01-01,45-49,1.0
W.P. Kuala Lumpur,2011-01-01,tfr,1.58
W.P. Kuala Lumpur,2012-01-01,15-19,9.0
W.P. Kuala Lumpur,2012-01-01,20-24,36.0
W.P. Kuala Lumpur,2012-01-01,25-29,93.0
W.P. Kuala Lumpur,2012-01-01,30-34,108.0
W.P. Kuala Lumpur,2012-01-01,35-39,68.0
W.P. Kuala Lumpur,2012-01-01,40-44,15.0
W.P. Kuala Lumpur,2012-01-01,45-49,1.0
W.P. Kuala Lumpur,2012-01-01,tfr,1.65
W.P. Kuala Lumpur,2013-01-01,15-19,8.0
W.P. Kuala Lumpur,2013-01-01,20-24,34.0
W.P. Kuala Lumpur,2013-01-01,25-29,90.0
W.P. Kuala Lumpur,2013-01-01,30-34,95.0
W.P. Kuala Lumpur,2013-01-01,35-39,62.0
W.P. Kuala Lumpur,2013-01-01,40-44,13.0
W.P. Kuala Lumpur,2013-01-01,45-49,1.0
W.P. Kuala Lumpur,2013-01-01,tfr,1.52
W.P. Kuala Lumpur,2014-01-01,15-19,10.0
W.P. Kuala Lumpur,2014-01-01,20-24,35.0
W.P. Kuala Lumpur,2014-01-01,25-29,92.0
W.P. Kuala Lumpur,2014-01-01,30-34,102.0
W.P. Kuala Lumpur,2014-01-01,35-39,66.0
W.P. Kuala Lumpur,2014-01-01,40-44,15.0
W.P. Kuala Lumpur,2014-01-01,45-49,1.0
W.P. Kuala Lumpur,2014-01-01,tfr,1.6
W.P. Kuala Lumpur,2015-01-01,15-19,9.0
W.P. Kuala Lumpur,2015-01-01,20-24,35.0
W.P. Kuala Lumpur,2015-01-01,25-29,87.0
W.P. Kuala Lumpur,2015-01-01,30-34,95.0
W.P. Kuala Lumpur,2015-01-01,35-39,59.0
W.P. Kuala Lumpur,2015-01-01,40-44,16.0
W.P. Kuala Lumpur,2015-01-01,45-49,1.0
W.P. Kuala Lumpur,2015-01-01,tfr,1.5
W.P. Kuala Lumpur,2016-01-01,15-19,8.0
W.P. Kuala Lumpur,2016-01-01,20-24,35.0
W.P. Kuala Lumpur,2016-01-01,25-29,84.0
W.P. Kuala Lumpur,2016-01-01,30-34,97.0
W.P. Kuala Lumpur,2016-01-01,35-39,61.0
W.P. Kuala Lumpur,2016-01-01,40-44,15.0
W.P. Kuala Lumpur,2016-01-01,45-49,1.0
W.P. Kuala Lumpur,2016-01-01,tfr,1.51
W.P. Kuala Lumpur,2017-01-01,15-19,7.0
W.P. Kuala Lumpur,2017-01-01,20-24,33.0
W.P. Kuala Lumpur,2017-01-01,25-29,83.0
W.P. Kuala Lumpur,2017-01-01,30-34,94.0
W.P. Kuala Lumpur,2017-01-01,35-39,57.0
W.P. Kuala Lumpur,2017-01-01,40-44,16.0
W.P. Kuala Lumpur,2017-01-01,45-49,1.0
W.P. Kuala Lumpur,2017-01-01,tfr,1.46
W.P. Kuala Lumpur,2018-01-01,15-19,6.37
