state,date,sex,ethnicity,abs
Melaka,2004-01-01,both,indian,278.0
Melaka,2004-01-01,female,indian,105.0
Melaka,2004-01-01,male,indian,173.0
Melaka,2004-01-01,both,other_citizen,30.0
Melaka,2004-01-01,female,other_citizen,9.0
Melaka,2004-01-01,male,other_citizen,21.0
Melaka,2004-01-01,both,other_noncitizen,72.0
Melaka,2004-01-01,female,other_noncitizen,29.0
Melaka,2004-01-01,male,other_noncitizen,43.0
Melaka,2004-01-01,both,overall,4070.0
Melaka,2004-01-01,female,overall,1842.0
Melaka,2004-01-01,male,overall,2228.0
Melaka,2005-01-01,both,bumi_malay,2505.0
Melaka,2005-01-01,female,bumi_malay,1137.0
Melaka,2005-01-01,male,bumi_malay,1368.0
Melaka,2005-01-01,both,bumi_other,14.0
Melaka,2005-01-01,female,bumi_other,6.0
Melaka,2005-01-01,male,bumi_other,8.0
Melaka,2005-01-01,both,chinese,1257.0
Melaka,2005-01-01,female,chinese,564.0
Melaka,2005-01-01,male,chinese,693.0
Melaka,2005-01-01,both,indian,269.0
Melaka,2005-01-01,female,indian,108.0
Melaka,2005-01-01,male,indian,161.0
Melaka,2005-01-01,both,other_citizen,27.0
Melaka,2005-01-01,female,other_citizen,7.0
Melaka,2005-01-01,male,other_citizen,20.0
Melaka,2005-01-01,both,other_noncitizen,68.0
Melaka,2005-01-01,female,other_noncitizen,25.0
Melaka,2005-01-01,male,other_noncitizen,43.0
Melaka,2005-01-01,both,overall,4140.0
Melaka,2005-01-01,female,overall,1847.0
Melaka,2005-01-01,male,overall,2293.0
Melaka,2006-01-01,both,bumi_malay,2458.0
Melaka,2006-01-01,female,bumi_malay,1136.0
Melaka,2006-01-01,male,bumi_malay,1322.0
Melaka,2006-01-01,both,bumi_other,22.0
Melaka,2006-01-01,female,bumi_other,5.0
Melaka,2006-01-01,male,bumi_other,17.0
Melaka,2006-01-01,both,chinese,1277.0
Melaka,2006-01-01,female,chinese,561.0
Melaka,2006-01-01,male,chinese,716.0
Melaka,2006-01-01,both,indian,271.0
Melaka,2006-01-01,female,indian,102.0
Melaka,2006-01-01,male,indian,169.0
Melaka,2006-01-01,both,other_citizen,35.0
Melaka,2006-01-01,female,other_citizen,11.0
Melaka,2006-01-01,male,other_citizen,24.0
Melaka,2006-01-01,both,other_noncitizen,83.0
Melaka,2006-01-01,female,other_noncitizen,40.0
Melaka,2006-01-01,male,other_noncitizen,43.0
Melaka,2006-01-01,both,overall,4146.0
Melaka,2006-01-01,female,overall,1855.0
Melaka,2006-01-01,male,overall,2291.0
Melaka,2007-01-01,both,bumi_malay,2502.0
Melaka,2007-01-01,female,bumi_malay,1128.0
Melaka,2007-01-01,male,bumi_malay,1374.0
Melaka,2007-01-01,both,bumi_other,18.0
Melaka,2007-01-01,female,bumi_other,8.0
Melaka,2007-01-01,male,bumi_other,10.0
Melaka,2007-01-01,both,chinese,1275.0
Melaka,2007-01-01,female,chinese,516.0
Melaka,2007-01-01,male,chinese,759.0
Melaka,2007-01-01,both,indian,269.0
Melaka,2007-01-01,female,indian,107.0
Melaka,2007-01-01,male,indian,162.0
Melaka,2007-01-01,both,other_citizen,20.0
Melaka,2007-01-01,female,other_citizen,8.0
Melaka,2007-01-01,male,other_citizen,12.0
Melaka,2007-01-01,both,other_noncitizen,61.0
Melaka,2007-01-01,female,other_noncitizen,28.0
Melaka,2007-01-01,male,other_noncitizen,33.0
Melaka,2007-01-01,both,overall,4145.0
Melaka,2007-01-01,female,overall,1795.0
Melaka,2007-01-01,male,overall,2350.0
Melaka,2008-01-01,both,bumi_malay,2681.0
Melaka,2008-01-01,female,bumi_malay,1203.0
Melaka,2008-01-01,male,bumi_malay,1478.0
Melaka,2008-01-01,both,bumi_other,17.0
Melaka,2008-01-01,female,bumi_other,3.0
Melaka,2008-01-01,male,bumi_other,14.0
Melaka,2008-01-01,both,chinese,1259.0
Melaka,2008-01-01,female,chinese,532.0
Melaka,2008-01-01,male,chinese,727.0
Melaka,2008-01-01,both,indian,306.0
Melaka,2008-01-01,female,indian,103.0
Melaka,2008-01-01,male,indian,203.0
Melaka,2008-01-01,both,other_citizen,45.0
Melaka,2008-01-01,female,other_citizen,13.0
Melaka,2008-01-01,male,other_citizen,32.0
Melaka,2008-01-01,both,other_noncitizen,73.0
Melaka,2008-01-01,female,other_noncitizen,37.0
Melaka,2008-01-01,male,other_noncitizen,36.0
Melaka,2008-01-01,both,overall,4381.0
Melaka,2008-01-01,female,overall,1891.0
Melaka,2008-01-01,male,overall,2490.0
Melaka,2009-01-01,both,bumi_malay,2699.0
Melaka,2009-01-01,female,bumi_malay,1190.0
Melaka,2009-01-01,male,bumi_malay,1509.0
Melaka,2009-01-01,both,bumi_other,14.0
Melaka,2009-01-01,female,bumi_other,8.0
Melaka,2009-01-01,male,bumi_other,6.0
Melaka,2009-01-01,both,chinese,1336.0
Melaka,2009-01-01,female,chinese,556.0
Melaka,2009-01-01,male,chinese,780.0
Melaka,2009-01-01,both,indian,312.0
Melaka,2009-01-01,female,indian,118.0
Melaka,2009-01-01,male,indian,194.0
Melaka,2009-01-01,both,other_citizen,32.0
Melaka,2009-01-01,female,other_citizen,14.0
Melaka,2009-01-01,male,other_citizen,18.0
Melaka,2009-01-01,both,other_noncitizen,79.0
Melaka,2009-01-01,female,other_noncitizen,37.0
Melaka,2009-01-01,male,other_noncitizen,42.0
Melaka,2009-01-01,both,overall,4472.0
Melaka,2009-01-01,female,overall,1923.0
Melaka,2009-01-01,male,overall,2549.0
Melaka,2010-01-01,both,bumi_malay,2667.0
Melaka,2010-01-01,female,bumi_malay,1178.0
Melaka,2010-01-01,male,bumi_malay,1489.0
Melaka,2010-01-01,both,bumi_other,25.0
Melaka,2010-01-01,female,bumi_other,11.0
Melaka,2010-01-01,male,bumi_other,14.0
Melaka,2010-01-01,both,chinese,1370.0
Melaka,2010-01-01,female,chinese,610.0
Melaka,2010-01-01,male,chinese,760.0
Melaka,2010-01-01,both,indian,299.0
Melaka,2010-01-01,female,indian,100.0
Melaka,2010-01-01,male,indian,199.0
Melaka,2010-01-01,both,other_citizen,35.0
Melaka,2010-01-01,female,other_citizen,12.0
Melaka,2010-01-01,male,other_citizen,23.0
Melaka,2010-01-01,both,other_noncitizen,85.0
Melaka,2010-01-01,female,other_noncitizen,40.0
Melaka,2010-01-01,male,other_noncitizen,45.0
Melaka,2010-01-01,both,overall,4481.0
Melaka,2010-01-01,female,overall,1951.0
Melaka,2010-01-01,male,overall,2530.0
Melaka,2011-01-01,both,bumi_malay,2713.0
Melaka,2011-01-01,female,bumi_malay,1188.0
Melaka,2011-01-01,male,bumi_malay,1525.0
Melaka,2011-01-01,both,bumi_other,27.0
Melaka,2011-01-01,female,bumi_other,8.0
Melaka,2011-01-01,male,bumi_other,19.0
Melaka,2011-01-01,both,chinese,1419.0
Melaka,2011-01-01,female,chinese,603.0
Melaka,2011-01-01,male,chinese,816.0
Melaka,2011-01-01,both,indian,336.0
Melaka,2011-01-01,female,indian,131.0
Melaka,2011-01-01,male,indian,205.0
Melaka,2011-01-01,both,other_citizen,46.0
Melaka,2011-01-01,female,other_citizen,12.0
Melaka,2011-01-01,male,other_citizen,34.0
Melaka,2011-01-01,both,other_noncitizen,65.0
Melaka,2011-01-01,female,other_noncitizen,22.0
Melaka,2011-01-01,male,other_noncitizen,43.0
Melaka,2011-01-01,both,overall,4606.0
Melaka,2011-01-01,female,overall,1964.0
Melaka,2011-01-01,male,overall,2642.0
Melaka,2012-01-01,both,bumi_malay,2778.0
Melaka,2012-01-01,female,bumi_malay,1266.0
Melaka,2012-01-01,male,bumi_malay,1512.0
Melaka,2012-01-01,both,bumi_other,20.0
Melaka,2012-01-01,female,bumi_other,4.0
Melaka,2012-01-01,male,bumi_other,16.0
Melaka,2012-01-01,both,chinese,1311.0
Melaka,2012-01-01,female,chinese,547.0
Melaka,2012-01-01,male,chinese,764.0
Melaka,2012-01-01,both,indian,342.0
Melaka,2012-01-01,female,indian,123.0
Melaka,2012-01-01,male,indian,219.0
Melaka,2012-01-01,both,other_citizen,41.0
Melaka,2012-01-01,female,other_citizen,15.0
Melaka,2012-01-01,male,other_citizen,26.0
Melaka,2012-01-01,both,other_noncitizen,83.0
Melaka,2012-01-01,female,other_noncitizen,32.0
Melaka,2012-01-01,male,other_noncitizen,51.0
Melaka,2012-01-01,both,overall,4575.0
Melaka,2012-01-01,female,overall,1987.0
Melaka,2012-01-01,male,overall,2588.0
Melaka,2013-01-01,both,bumi_malay,2868.0
Melaka,2013-01-01,female,bumi_malay,1314.0
Melaka,2013-01-01,male,bumi_malay,1554.0
Melaka,2013-01-01,both,bumi_other,34.0
Melaka,2013-01-01,female,bumi_other,13.0
Melaka,2013-01-01,male,bumi_other,21.0
Melaka,2013-01-01,both,chinese,1380.0
Melaka,2013-01-01,female,chinese,563.0
Melaka,2013-01-01,male,chinese,817.0
Melaka,2013-01-01,both,indian,353.0
Melaka,2013-01-01,female,indian,138.0
Melaka,2013-01-01,male,indian,215.0
Melaka,2013-01-01,both,other_citizen,34.0
Melaka,2013-01-01,female,other_citizen,11.0
Melaka,2013-01-01,male,other_citizen,23.0
Melaka,2013-01-01,both,other_noncitizen,78.0
Melaka,2013-01-01,female,other_noncitizen,39.0
Melaka,2013-01-01,male,other_noncitizen,39.0
Melaka,2013-01-01,both,overall,4747.0
Melaka,2013-01-01,female,overall,2078.0
Melaka,2013-01-01,male,overall,2669.0
Melaka,2014-01-01,both,bumi_malay,2874.0
Melaka,2014-01-01,female,bumi_malay,1253.0
Melaka,2014-01-01,male,bumi_malay,1621.0
Melaka,2014-01-01,both,bumi_other,20.0
Melaka,2014-01-01,female,bumi_other,8.0
Melaka,2014-01-01,male,bumi_other,12.0
Melaka,2014-01-01,both,chinese,1393.0
Melaka,2014-01-01,female,chinese,600.0
Melaka,2014-01-01,male,chinese,793.0
Melaka,2014-01-01,both,indian,338.0
Melaka,2014-01-01,female,indian,111.0
Melaka,2014-01-01,male,indian,227.0
Melaka,2014-01-01,both,other_citizen,31.0
Melaka,2014-01-01,female,other_citizen,14.0
Melaka,2014-01-01,male,other_citizen,17.0
Melaka,2014-01-01,both,other_noncitizen,72.0
Melaka,2014-01-01,female,other_noncitizen,23.0
Melaka,2014-01-01,male,other_noncitizen,49.0
Melaka,2014-01-01,both,overall,4728.0
Melaka,2014-01-01,female,overall,2009.0
Melaka,2014-01-01,male,overall,2719.0
Melaka,2015-01-01,both,bumi_malay,2993.0
Melaka,2015-01-01,female,bumi_malay,1352.0
Melaka,2015-01-01,male,bumi_malay,1641.0
Melaka,2015-01-01,both,bumi_other,31.0
Melaka,2015-01-01,female,bumi_other,16.0
Melaka,2015-01-01,male,bumi_other,15.0
Melaka,2015-01-01,both,chinese,1484.0
Melaka,2015-01-01,female,chinese,623.0
Melaka,2015-01-01,male,chinese,861.0
Melaka,2015-01-01,both,indian,339.0
Melaka,2015-01-01,female,indian,135.0
Melaka,2015-01-01,male,indian,204.0
Melaka,2015-01-01,both,other_citizen,40.0
Melaka,2015-01-01,female,other_citizen,21.0
Melaka,2015-01-01,male,other_citizen,19.0
Melaka,2015-01-01,both,other_noncitizen,72.0
Melaka,2015-01-01,female,other_noncitizen,34.0
Melaka,2015-01-01,male,other_noncitizen,38.0
Melaka,2015-01-01,both,overall,4959.0
Melaka,2015-01-01,female,overall,2181.0
Melaka,2015-01-01,male,overall,2778.0
Melaka,2016-01-01,both,bumi_malay,3125.0
Melaka,2016-01-01,female,bumi_malay,1410.0
Melaka,2016-01-01,male,bumi_malay,1715.0
Melaka,2016-01-01,both,bumi_other,24.0
Melaka,2016-01-01,female,bumi_other,6.0
Melaka,2016-01-01,male,bumi_other,18.0
Melaka,2016-01-01,both,chinese,1540.0
Melaka,2016-01-01,female,chinese,672.0
Melaka,2016-01-01,male,chinese,868.0
Melaka,2016-01-01,both,indian,377.0
Melaka,2016-01-01,female,indian,135.0
Melaka,2016-01-01,male,indian,242.0
Melaka,2016-01-01,both,other_citizen,36.0
Melaka,2016-01-01,female,other_citizen,12.0
Melaka,2016-01-01,male,other_citizen,24.0
Melaka,2016-01-01,both,other_noncitizen,84.0
Melaka,2016-01-01,female,other_noncitizen,36.0
Melaka,2016-01-01,male,other_noncitizen,48.0
Melaka,2016-01-01,both,overall,5186.0
Melaka,2016-01-01,female,overall,2271.0
Melaka,2016-01-01,male,overall,2915.0
Melaka,2017-01-01,both,bumi_malay,3303.0
Melaka,2017-01-01,female,bumi_malay,1526.0
Melaka,2017-01-01,male,bumi_malay,1777.0
Melaka,2017-01-01,both,bumi_other,31.0
Melaka,2017-01-01,female,bumi_other,10.0
Melaka,2017-01-01,male,bumi_other,21.0
Melaka,2017-01-01,both,chinese,1637.0
Melaka,2017-01-01,female,chinese,680.0
Melaka,2017-01-01,male,chinese,957.0
Melaka,2017-01-01,both,indian,406.0
Melaka,2017-01-01,female,indian,152.0
Melaka,2017-01-01,male,indian,254.0
Melaka,2017-01-01,both,other_citizen,54.0
Melaka,2017-01-01,female,other_citizen,23.0
Melaka,2017-01-01,male,other_citizen,31.0
Melaka,2017-01-01,both,other_noncitizen,92.0
Melaka,2017-01-01,female,other_noncitizen,40.0
Melaka,2017-01-01,male,other_noncitizen,52.0
Melaka,2017-01-01,both,overall,5523.0
Melaka,2017-01-01,female,overall,2431.0
Melaka,2017-01-01,male,overall,3092.0
Melaka,2018-01-01,both,bumi_malay,3312.0
Melaka,2018-01-01,female,bumi_malay,1449.0
Melaka,2018-01-01,male,bumi_malay,1863.0
Melaka,2018-01-01,both,bumi_other,20.0
Melaka,2018-01-01,female,bumi_other,8.0
Melaka,2018-01-01,male,bumi_other,12.0
Melaka,2018-01-01,both,chinese,1550.0
Melaka,2018-01-01,female,chinese,664.0
Melaka,2018-01-01,male,chinese,886.0
Melaka,2018-01-01,both,indian,401.0
Melaka,2018-01-01,female,indian,162.0
Melaka,2018-01-01,male,indian,239.0
Melaka,2018-01-01,both,other_citizen,47.0
Melaka,2018-01-01,female,other_citizen,15.0
Melaka,2018-01-01,male,other_citizen,32.0
Melaka,2018-01-01,both,other_noncitizen,77.0
Melaka,2018-01-01,female,other_noncitizen,30.0
Melaka,2018-01-01,male,other_noncitizen,47.0
Melaka,2018-01-01,both,overall,5407.0
Melaka,2018-01-01,female,overall,2328.0
Melaka,2018-01-01,male,overall,3079.0
Melaka,2019-01-01,both,bumi_malay,3379.0
Melaka,2019-01-01,female,bumi_malay,1522.0
Melaka,2019-01-01,male,bumi_malay,1857.0
Melaka,2019-01-01,both,bumi_other,28.0
Melaka,2019-01-01,female,bumi_other,9.0
Melaka,2019-01-01,male,bumi_other,19.0
Melaka,2019-01-01,both,chinese,1638.0
Melaka,2019-01-01,female,chinese,694.0
Melaka,2019-01-01,male,chinese,944.0
Melaka,2019-01-01,both,indian,384.0
Melaka,2019-01-01,female,indian,174.0
Melaka,2019-01-01,male,indian,210.0
Melaka,2019-01-01,both,other_citizen,46.0
Melaka,2019-01-01,female,other_citizen,22.0
Melaka,2019-01-01,male,other_citizen,24.0
Melaka,2019-01-01,both,other_noncitizen,72.0
Melaka,2019-01-01,female,other_noncitizen,38.0
Melaka,2019-01-01,male,other_noncitizen,34.0
Melaka,2019-01-01,both,overall,5547.0
Melaka,2019-01-01,female,overall,2459.0
Melaka,2019-01-01,male,overall,3088.0
Melaka,2020-01-01,both,bumi_malay,3244.0
Melaka,2020-01-01,female,bumi_malay,1465.0
Melaka,2020-01-01,male,bumi_malay,1779.0
Melaka,2020-01-01,both,bumi_other,26.0
Melaka,2020-01-01,female,bumi_other,8.0
Melaka,2020-01-01,male,bumi_other,18.0
Melaka,2020-01-01,both,chinese,1668.0
Melaka,2020-01-01,female,chinese,700.0
Melaka,2020-01-01,male,chinese,968.0
Melaka,2020-01-01,both,indian,402.0
Melaka,2020-01-01,female,indian,166.0
Melaka,2020-01-01,male,indian,236.0
Melaka,2020-01-01,both,other_citizen,41.0
Melaka,2020-01-01,female,other_citizen,16.0
Melaka,2020-01-01,male,other_citizen,25.0
Melaka,2020-01-01,both,other_noncitizen,63.0
Melaka,2020-01-01,female,other_noncitizen,17.0
Melaka,2020-01-01,male,other_noncitizen,46.0
Melaka,2020-01-01,both,overall,5444.0
Melaka,2020-01-01,female,overall,2372.0
Melaka,2020-01-01,male,overall,3072.0
Melaka,2021-01-01,both,bumi_malay,4387.0
Melaka,2021-01-01,female,bumi_malay,2003.0
Melaka,2021-01-01,male,bumi_malay,2384.0
Melaka,2021-01-01,both,bumi_other,37.0
Melaka,2021-01-01,female,bumi_other,17.0
Melaka,2021-01-01,male,bumi_other,20.0
Melaka,2021-01-01,both,chinese,1962.0
Melaka,2021-01-01,female,chinese,850.0
Melaka,2021-01-01,male,chinese,1112.0
Melaka,2021-01-01,both,indian,502.0
Melaka,2021-01-01,female,indian,227.0
Melaka,2021-01-01,male,indian,275.0
Melaka,2021-01-01,both,other_citizen,62.0
Melaka,2021-01-01,female,other_citizen,24.0
Melaka,2021-01-01,male,other_citizen,38.0
Melaka,2021-01-01,both,other_noncitizen,133.0
Melaka,2021-01-01,female,other_noncitizen,41.0
Melaka,2021-01-01,male,other_noncitizen,92.0
Melaka,2021-01-01,both,overall,7083.0
Melaka,2021-01-01,female,overall,3162.0
Melaka,2021-01-01,male,overall,3921.0
Melaka,2022-01-01,both,bumi_malay,4060.0
Melaka,2022-01-01,female,bumi_malay,1859.0
Melaka,2022-01-01,male,bumi_malay,2201.0
Melaka,2022-01-01,both,bumi_other,25.0
Melaka,2022-01-01,female,bumi_other,9.0
Melaka,2022-01-01,male,bumi_other,16.0
Melaka,2022-01-01,both,chinese,1913.0
Melaka,2022-01-01,female,chinese,841.0
Melaka,2022-01-01,male,chinese,1072.0
Melaka,2022-01-01,both,indian,503.0
Melaka,2022-01-01,female,indian,204.0
Melaka,2022-01-01,male,indian,299.0
Melaka,2022-01-01,both,other_citizen,62.0
Melaka,2022-01-01,female,other_citizen,25.0
Melaka,2022-01-01,male,other_citizen,37.0
Melaka,2022-01-01,both,other_noncitizen,67.0
Melaka,2022-01-01,female,other_noncitizen,23.0
Melaka,2022-01-01,male,other_noncitizen,44.0
Melaka,2022-01-01,both,overall,6630.0
Melaka,2022-01-01,female,overall,2961.0
Melaka,2022-01-01,male,overall,3669.0
Melaka,2023-01-01,both,bumi_malay,3758.0
Melaka,2023-01-01,female,bumi_malay,1690.0
Melaka,2023-01-01,male,bumi_malay,2068.0
Melaka,2023-01-01,both,bumi_other,31.0
Melaka,2023-01-01,female,bumi_other,7.0
Melaka,2023-01-01,male,bumi_other,24.0
Melaka,2023-01-01,both,chinese,1809.0
Melaka,2023-01-01,female,chinese,788.0
Melaka,2023-01-01,male,chinese,1021.0
Melaka,2023-01-01,both,indian,448.0
Melaka,2023-01-01,female,indian,191.0
Melaka,2023-01-01,male,indian,257.0
Melaka,2023-01-01,both,other_citizen,
Melaka,2023-01-01,female,other_citizen,
Melaka,2023-01-01,male,other_citizen,
Melaka,2023-01-01,both,other_noncitizen,
Melaka,2023-01-01,female,other_noncitizen,
Melaka,2023-01-01,male,other_noncitizen,
Melaka,2023-01-01,both,overall,6190.0
Melaka,2023-01-01,female,overall,2734.0
Melaka,2023-01-01,male,overall,3456.0
Melaka,2024-01-01,both,bumi_malay,3843.0
Melaka,2024-01-01,female,bumi_malay,1688.0
Melaka,2024-01-01,male,bumi_malay,2155.0
Melaka,2024-01-01,both,bumi_other,24.0
Melaka,2024-01-01,female,bumi_other,10.0
Melaka,2024-01-01,male,bumi_other,14.0
Melaka,2024-01-01,both,chinese,1827.0
Melaka,2024-01-01,female,chinese,759.0
Melaka,2024-01-01,male,chinese,1068.0
Melaka,2024-01-01,both,indian,451.0
Melaka,2024-01-01,female,indian,185.0
Melaka,2024-01-01,male,indian,266.0
Melaka,2024-01-01,both,other_citizen,
Melaka,2024-01-01,female,other_citizen,
Melaka,2024-01-01,male,other_citizen,
Melaka,2024-01-01,both,other_noncitizen,
Melaka,2024-01-01,female,other_noncitizen,
Melaka,2024-01-01,male,other_noncitizen,
Melaka,2024-01-01,both,overall,6286.0
Melaka,2024-01-01,female,overall,2689.0
Melaka,2024-01-01,male,overall,3597.0
Negeri Sembilan,2000-01-01,both,bumi_malay,2246.0
Negeri Sembilan,2000-01-01,female,bumi_malay,946.0
Negeri Sembilan,2000-01-01,male,bumi_malay,1300.0
Negeri Sembilan,2000-01-01,both,bumi_other,43.0
Negeri Sembilan,2000-01-01,female,bumi_other,14.0
Negeri Sembilan,2000-01-01,male,bumi_other,29.0
Negeri Sembilan,2000-01-01,both,chinese,1347.0
Negeri Sembilan,2000-01-01,female,chinese,598.0
Negeri Sembilan,2000-01-01,male,chinese,749.0
Negeri Sembilan,2000-01-01,both,indian,785.0
Negeri Sembilan,2000-01-01,female,indian,249.0
Negeri Sembilan,2000-01-01,male,indian,536.0
Negeri Sembilan,2000-01-01,both,other_citizen,24.0
Negeri Sembilan,2000-01-01,female,other_citizen,6.0
Negeri Sembilan,2000-01-01,male,other_citizen,18.0
Negeri Sembilan,2000-01-01,both,other_noncitizen,95.0
Negeri Sembilan,2000-01-01,female,other_noncitizen,45.0
Negeri Sembilan,2000-01-01,male,other_noncitizen,50.0
Negeri Sembilan,2000-01-01,both,overall,4540.0
Negeri Sembilan,2000-01-01,female,overall,1858.0
Negeri Sembilan,2000-01-01,male,overall,2682.0
Negeri Sembilan,2001-01-01,both,bumi_malay,2477.0
Negeri Sembilan,2001-01-01,female,bumi_malay,1066.0
Negeri Sembilan,2001-01-01,male,bumi_malay,1411.0
Negeri Sembilan,2001-01-01,both,bumi_other,48.0
Negeri Sembilan,2001-01-01,female,bumi_other,15.0
Negeri Sembilan,2001-01-01,male,bumi_other,33.0
Negeri Sembilan,2001-01-01,both,chinese,1348.0
Negeri Sembilan,2001-01-01,female,chinese,596.0
Negeri Sembilan,2001-01-01,male,chinese,752.0
Negeri Sembilan,2001-01-01,both,indian,717.0
Negeri Sembilan,2001-01-01,female,indian,253.0
Negeri Sembilan,2001-01-01,male,indian,464.0
Negeri Sembilan,2001-01-01,both,other_citizen,21.0
Negeri Sembilan,2001-01-01,female,other_citizen,5.0
Negeri Sembilan,2001-01-01,male,other_citizen,16.0
Negeri Sembilan,2001-01-01,both,other_noncitizen,113.0
Negeri Sembilan,2001-01-01,female,other_noncitizen,51.0
Negeri Sembilan,2001-01-01,male,other_noncitizen,62.0
Negeri Sembilan,2001-01-01,both,overall,4724.0
Negeri Sembilan,2001-01-01,female,overall,1986.0
Negeri Sembilan,2001-01-01,male,overall,2738.0
Negeri Sembilan,2002-01-01,both,bumi_malay,2621.0
Negeri Sembilan,2002-01-01,female,bumi_malay,1149.0
Negeri Sembilan,2002-01-01,male,bumi_malay,1472.0
Negeri Sembilan,2002-01-01,both,bumi_other,44.0
Negeri Sembilan,2002-01-01,female,bumi_other,18.0
Negeri Sembilan,2002-01-01,male,bumi_other,26.0
Negeri Sembilan,2002-01-01,both,chinese,1474.0
Negeri Sembilan,2002-01-01,female,chinese,640.0
Negeri Sembilan,2002-01-01,male,chinese,834.0
Negeri Sembilan,2002-01-01,both,indian,774.0
Negeri Sembilan,2002-01-01,female,indian,300.0
Negeri Sembilan,2002-01-01,male,indian,474.0
Negeri Sembilan,2002-01-01,both,other_citizen,28.0
Negeri Sembilan,2002-01-01,female,other_citizen,8.0
Negeri Sembilan,2002-01-01,male,other_citizen,20.0
Negeri Sembilan,2002-01-01,both,other_noncitizen,110.0
Negeri Sembilan,2002-01-01,female,other_noncitizen,54.0
Negeri Sembilan,2002-01-01,male,other_noncitizen,56.0
Negeri Sembilan,2002-01-01,both,overall,5051.0
Negeri Sembilan,2002-01-01,female,overall,2169.0
Negeri Sembilan,2002-01-01,male,overall,2882.0
Negeri Sembilan,2003-01-01,both,bumi_malay,2618.0
Negeri Sembilan,2003-01-01,female,bumi_malay,1093.0
Negeri Sembilan,2003-01-01,male,bumi_malay,1525.0
Negeri Sembilan,2003-01-01,both,bumi_other,57.0
Negeri Sembilan,2003-01-01,female,bumi_other,17.0
Negeri Sembilan,2003-01-01,male,bumi_other,40.0
Negeri Sembilan,2003-01-01,both,chinese,1383.0
Negeri Sembilan,2003-01-01,female,chinese,609.0
Negeri Sembilan,2003-01-01,male,chinese,774.0
Negeri Sembilan,2003-01-01,both,indian,816.0
Negeri Sembilan,2003-01-01,female,indian,282.0
Negeri Sembilan,2003-01-01,male,indian,534.0
Negeri Sembilan,2003-01-01,both,other_citizen,26.0
Negeri Sembilan,2003-01-01,female,other_citizen,14.0
Negeri Sembilan,2003-01-01,male,other_citizen,12.0
Negeri Sembilan,2003-01-01,both,other_noncitizen,138.0
Negeri Sembilan,2003-01-01,female,other_noncitizen,60.0
Negeri Sembilan,2003-01-01,male,other_noncitizen,78.0
Negeri Sembilan,2003-01-01,both,overall,5038.0
Negeri Sembilan,2003-01-01,female,overall,2075.0
Negeri Sembilan,2003-01-01,male,overall,2963.0
Negeri Sembilan,2004-01-01,both,bumi_malay,2577.0
Negeri Sembilan,2004-01-01,female,bumi_malay,1103.0
Negeri Sembilan,2004-01-01,male,bumi_malay,1474.0
Negeri Sembilan,2004-01-01,both,bumi_other,63.0
Negeri Sembilan,2004-01-01,female,bumi_other,19.0
Negeri Sembilan,2004-01-01,male,bumi_other,44.0
Negeri Sembilan,2004-01-01,both,chinese,1406.0
Negeri Sembilan,2004-01-01,female,chinese,624.0
Negeri Sembilan,2004-01-01,male,chinese,782.0
Negeri Sembilan,2004-01-01,both,indian,876.0
Negeri Sembilan,2004-01-01,female,indian,312.0
Negeri Sembilan,2004-01-01,male,indian,564.0
Negeri Sembilan,2004-01-01,both,other_citizen,26.0
Negeri Sembilan,2004-01-01,female,other_citizen,5.0
Negeri Sembilan,2004-01-01,male,other_citizen,21.0
Negeri Sembilan,2004-01-01,both,other_noncitizen,119.0
Negeri Sembilan,2004-01-01,female,other_noncitizen,64.0
Negeri Sembilan,2004-01-01,male,other_noncitizen,55.0
Negeri Sembilan,2004-01-01,both,overall,5067.0
Negeri Sembilan,2004-01-01,female,overall,2127.0
Negeri Sembilan,2004-01-01,male,overall,2940.0
Negeri Sembilan,2005-01-01,both,bumi_malay,2709.0
Negeri Sembilan,2005-01-01,female,bumi_malay,1127.0
Negeri Sembilan,2005-01-01,male,bumi_malay,1582.0
Negeri Sembilan,2005-01-01,both,bumi_other,53.0
Negeri Sembilan,2005-01-01,female,bumi_other,17.0
Negeri Sembilan,2005-01-01,male,bumi_other,36.0
Negeri Sembilan,2005-01-01,both,chinese,1439.0
Negeri Sembilan,2005-01-01,female,chinese,606.0
Negeri Sembilan,2005-01-01,male,chinese,833.0
Negeri Sembilan,2005-01-01,both,indian,819.0
Negeri Sembilan,2005-01-01,female,indian,313.0
Negeri Sembilan,2005-01-01,male,indian,506.0
Negeri Sembilan,2005-01-01,both,other_citizen,28.0
Negeri Sembilan,2005-01-01,female,other_citizen,9.0
Negeri Sembilan,2005-01-01,male,other_citizen,19.0
Negeri Sembilan,2005-01-01,both,other_noncitizen,115.0
Negeri Sembilan,2005-01-01,female,other_noncitizen,50.0
Negeri Sembilan,2005-01-01,male,other_noncitizen,65.0
Negeri Sembilan,2005-01-01,both,overall,5163.0
Negeri Sembilan,2005-01-01,female,overall,2122.0
Negeri Sembilan,2005-01-01,male,overall,3041.0
Negeri Sembilan,2006-01-01,both,bumi_malay,2741.0
Negeri Sembilan,2006-01-01,female,bumi_malay,1139.0
Negeri Sembilan,2006-01-01,male,bumi_malay,1602.0
Negeri Sembilan,2006-01-01,both,bumi_other,62.0
Negeri Sembilan,2006-01-01,female,bumi_other,31.0
Negeri Sembilan,2006-01-01,male,bumi_other,31.0
Negeri Sembilan,2006-01-01,both,chinese,1425.0
